Nombre,Subestacion_HV,Nodo_HV,Subestacion_LV,Nodo_LV,S_nom[MVA],HV[kV],LV[kV],R[pu],X[pu],vkr[%],vk[%],Perdidas[kW],I0[%],vk0[%],vkr0[%],mag0[%],mag0_rx,si0_hv[%],shift[deg],Maxima_carga[%],Lado_tap,Pos_tap,N_tap,Max_tap,Min_tap,Aum_tap_v,Aum_tap_deg,Fuera_servicio
trf_5045_5046_1,STEPHENVILLE_500 kV/STEPHENVILLE 0/STEPHENVILLE_500 kV/STEPH_1/500.000000,STEPHENVILLE 0,STEPHENVILLE_161 kV/STEPHENVILLE 1/STEPHENVILLE_161 kV/STEPH_1/161.000000,STEPHENVILLE 1,550.000000,500.000000,161.000000,0.001705,0.116270,0.170500,11.628250,937.749878,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_5279_5280_1,TEMPLE 1_500 kV/TEMPLE 1 0/TEMPLE 1_500 kV/TEMPL_1/500.000000,TEMPLE 1 0,TEMPLE 1_161 kV/TEMPLE 1 1/TEMPLE 1_161 kV/TEMPL_1/161.000000,TEMPLE 1 1,1112.000000,500.000000,161.000000,0.001112,0.070612,0.111200,7.062076,1236.543945,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_5279_5281_1,TEMPLE 1_500 kV/TEMPLE 1 0/TEMPLE 1_500 kV/TEMPL_1/500.000000,TEMPLE 1 0,TEMPLE 1_13.8 kV/TEMPLE 1 2/TEMPLE 1_13.8 kV/TEMPL_1/13.800000,TEMPLE 1 2,942.000000,500.000000,13.800000,0.001978,0.186233,0.197820,18.624390,1863.463989,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_5279_5282_1,TEMPLE 1_500 kV/TEMPLE 1 0/TEMPLE 1_500 kV/TEMPL_1/500.000000,TEMPLE 1 0,TEMPLE 1_13.8 kV/TEMPLE 1 3/TEMPLE 1_13.8 kV/TEMPL_2/13.800000,TEMPLE 1 3,940.000000,500.000000,13.800000,0.001974,0.157168,0.197400,15.718040,1855.560059,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_5279_5283_1,TEMPLE 1_500 kV/TEMPLE 1 0/TEMPLE 1_500 kV/TEMPL_1/500.000000,TEMPLE 1 0,TEMPLE 1_13.8 kV/TEMPLE 1 4/TEMPLE 1_13.8 kV/TEMPL_3/13.800000,TEMPLE 1 4,935.000000,500.000000,13.800000,0.002524,0.119587,0.252450,11.961320,2360.406982,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_5076_5077_1,TERRELL 1_161 kV/TERRELL 1 0/TERRELL 1_161 kV/TERRE_1/161.000000,TERRELL 1 0,TERRELL 1_115 kV/TERRELL 1 1/TERRELL 1_115 kV/TERRE_1/115.000000,TERRELL 1 1,260.000000,161.000000,115.000000,0.003900,0.169494,0.390000,16.953890,1014.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_5137_5138_1,WACO 1_500 kV/WACO 1 0/WACO 1_500 kV/WACO _1/500.000000,WACO 1 0,WACO 1_161 kV/WACO 1 1/WACO 1_161 kV/WACO _1/161.000000,WACO 1 1,945.000000,500.000000,161.000000,0.001323,0.086940,0.132300,8.695007,1250.234985,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_5388_5389_1,WACO 2_500 kV/WACO 2 0/WACO 2_500 kV/WACO _1/500.000000,WACO 2 0,WACO 2_161 kV/WACO 2 1/WACO 2_161 kV/WACO _1/161.000000,WACO 2 1,1064.000000,500.000000,161.000000,0.001170,0.070862,0.117040,7.087206,1245.306030,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6349_6350_1,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,AUSTIN 1_230 kV/AUSTIN 1 1/AUSTIN 1_230 kV/AUSTI_1/230.000000,AUSTIN 1 1,1150.000000,500.000000,230.000000,0.002185,0.141335,0.218500,14.135190,2512.750000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6350_6351_1,AUSTIN 1_230 kV/AUSTIN 1 1/AUSTIN 1_230 kV/AUSTI_1/230.000000,AUSTIN 1 1,AUSTIN 1_115 kV/AUSTIN 1 2/AUSTIN 1_115 kV/AUSTI_1/115.000000,AUSTIN 1 2,155.399994,230.000000,115.000000,0.002782,0.103139,0.278166,10.317650,432.269897,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6350_6351_2,AUSTIN 1_230 kV/AUSTIN 1 1/AUSTIN 1_230 kV/AUSTI_1/230.000000,AUSTIN 1 1,AUSTIN 1_115 kV/AUSTIN 1 2/AUSTIN 1_115 kV/AUSTI_1/115.000000,AUSTIN 1 2,155.399994,230.000000,115.000000,0.002782,0.103139,0.278166,10.317650,432.269897,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6254_6255_1,AUSTIN 2_500 kV/AUSTIN 2 0/AUSTIN 2_500 kV/AUSTI_1/500.000000,AUSTIN 2 0,AUSTIN 2_230 kV/AUSTIN 2 1/AUSTIN 2_230 kV/AUSTI_1/230.000000,AUSTIN 2 1,1350.000000,500.000000,230.000000,0.000540,0.064935,0.054000,6.493724,728.999878,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6254_6257_1,AUSTIN 2_500 kV/AUSTIN 2 0/AUSTIN 2_500 kV/AUSTI_1/500.000000,AUSTIN 2 0,AUSTIN 2_13.8 kV/AUSTIN 2 3/AUSTIN 2_13.8 kV/AUSTI_1/13.800000,AUSTIN 2 3,726.000000,500.000000,13.800000,0.000799,0.083272,0.079860,8.327603,579.783630,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6254_6258_1,AUSTIN 2_500 kV/AUSTIN 2 0/AUSTIN 2_500 kV/AUSTI_1/500.000000,AUSTIN 2 0,AUSTIN 2_13.8 kV/AUSTIN 2 4/AUSTIN 2_13.8 kV/AUSTI_2/13.800000,AUSTIN 2 4,731.000000,500.000000,13.800000,0.002705,0.159797,0.270470,15.981950,1977.135986,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6254_6259_1,AUSTIN 2_500 kV/AUSTIN 2 0/AUSTIN 2_500 kV/AUSTI_1/500.000000,AUSTIN 2 0,AUSTIN 2_13.8 kV/AUSTIN 2 5/AUSTIN 2_13.8 kV/AUSTI_4/13.800000,AUSTIN 2 5,333.000000,500.000000,13.800000,0.001465,0.071329,0.146520,7.134365,487.911591,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6254_6260_1,AUSTIN 2_500 kV/AUSTIN 2 0/AUSTIN 2_500 kV/AUSTI_1/500.000000,AUSTIN 2 0,AUSTIN 2_13.8 kV/AUSTIN 2 6/AUSTIN 2_13.8 kV/AUSTI_3/13.800000,AUSTIN 2 6,914.000000,500.000000,13.800000,0.001645,0.094873,0.164520,9.488747,1503.713013,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6255_6256_1,AUSTIN 2_230 kV/AUSTIN 2 1/AUSTIN 2_230 kV/AUSTI_1/230.000000,AUSTIN 2 1,AUSTIN 2_115 kV/AUSTIN 2 2/AUSTIN 2_115 kV/AUSTI_1/115.000000,AUSTIN 2 2,300.000000,230.000000,115.000000,0.002550,0.145050,0.255000,14.507240,765.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6255_6256_2,AUSTIN 2_230 kV/AUSTIN 2 1/AUSTIN 2_230 kV/AUSTI_1/230.000000,AUSTIN 2 1,AUSTIN 2_115 kV/AUSTIN 2 2/AUSTIN 2_115 kV/AUSTI_1/115.000000,AUSTIN 2 2,300.000000,230.000000,115.000000,0.002550,0.145050,0.255000,14.507240,765.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6222_6223_1,AUSTIN 27_230 kV/AUSTIN 27 0/AUSTIN 27_230 kV/AUSTI_1/230.000000,AUSTIN 27 0,AUSTIN 27_115 kV/AUSTIN 27 1/AUSTIN 27_115 kV/AUSTI_1/115.000000,AUSTIN 27 1,457.000000,230.000000,115.000000,0.001325,0.078147,0.132530,7.815824,605.662109,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6222_6223_2,AUSTIN 27_230 kV/AUSTIN 27 0/AUSTIN 27_230 kV/AUSTI_1/230.000000,AUSTIN 27 0,AUSTIN 27_115 kV/AUSTIN 27 1/AUSTIN 27_115 kV/AUSTI_1/115.000000,AUSTIN 27 1,457.000000,230.000000,115.000000,0.001325,0.078147,0.132530,7.815824,605.662109,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6222_6223_3,AUSTIN 27_230 kV/AUSTIN 27 0/AUSTIN 27_230 kV/AUSTI_1/230.000000,AUSTIN 27 0,AUSTIN 27_115 kV/AUSTIN 27 1/AUSTIN 27_115 kV/AUSTI_1/115.000000,AUSTIN 27 1,457.000000,230.000000,115.000000,0.001325,0.078147,0.132530,7.815824,605.662109,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6038_6039_1,AUSTIN 3_500 kV/AUSTIN 3 0/AUSTIN 3_500 kV/AUSTI_1/500.000000,AUSTIN 3 0,AUSTIN 3_230 kV/AUSTIN 3 1/AUSTIN 3_230 kV/AUSTI_1/230.000000,AUSTIN 3 1,1269.000000,500.000000,230.000000,0.003426,0.168777,0.342630,16.881180,4347.975098,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6038_6041_1,AUSTIN 3_500 kV/AUSTIN 3 0/AUSTIN 3_500 kV/AUSTI_1/500.000000,AUSTIN 3 0,AUSTIN 3_13.8 kV/AUSTIN 3 3/AUSTIN 3_13.8 kV/AUSTI_1/13.800000,AUSTIN 3 3,296.000000,500.000000,13.800000,0.001184,0.059466,0.118400,5.947819,350.463989,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6038_6042_1,AUSTIN 3_500 kV/AUSTIN 3 0/AUSTIN 3_500 kV/AUSTI_1/500.000000,AUSTIN 3 0,AUSTIN 3_13.8 kV/AUSTIN 3 4/AUSTIN 3_13.8 kV/AUSTI_2/13.800000,AUSTIN 3 4,479.000000,500.000000,13.800000,0.002012,0.148586,0.201180,14.859940,963.652222,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6039_6040_1,AUSTIN 3_230 kV/AUSTIN 3 1/AUSTIN 3_230 kV/AUSTI_1/230.000000,AUSTIN 3 1,AUSTIN 3_115 kV/AUSTIN 3 2/AUSTIN 3_115 kV/AUSTI_1/115.000000,AUSTIN 3 2,271.799988,230.000000,115.000000,0.001740,0.093499,0.173952,9.351538,472.801514,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6039_6040_2,AUSTIN 3_230 kV/AUSTIN 3 1/AUSTIN 3_230 kV/AUSTI_1/230.000000,AUSTIN 3 1,AUSTIN 3_115 kV/AUSTIN 3 2/AUSTIN 3_115 kV/AUSTI_1/115.000000,AUSTIN 3 2,271.799988,230.000000,115.000000,0.001740,0.093499,0.173952,9.351538,472.801514,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6003_6004_1,BASTROP_500 kV/BASTROP 0/BASTROP_500 kV/BASTR_1/500.000000,BASTROP 0,BASTROP_230 kV/BASTROP 1/BASTROP_230 kV/BASTR_1/230.000000,BASTROP 1,1117.000000,500.000000,230.000000,0.002904,0.196927,0.290420,19.694851,3243.990967,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6003_6006_1,BASTROP_500 kV/BASTROP 0/BASTROP_500 kV/BASTR_1/500.000000,BASTROP 0,BASTROP_13.8 kV/BASTROP 3/BASTROP_13.8 kV/BASTR_1/13.800000,BASTROP 3,788.000000,500.000000,13.800000,0.001891,0.097791,0.189120,9.780908,1490.265991,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6003_6007_1,BASTROP_500 kV/BASTROP 0/BASTROP_500 kV/BASTR_1/500.000000,BASTROP 0,BASTROP_13.8 kV/BASTROP 4/BASTROP_13.8 kV/BASTR_5/13.800000,BASTROP 4,1069.000000,500.000000,13.800000,0.001283,0.085627,0.128280,8.563651,1371.312988,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6003_6008_1,BASTROP_500 kV/BASTROP 0/BASTROP_500 kV/BASTR_1/500.000000,BASTROP 0,BASTROP_13.8 kV/BASTROP 5/BASTROP_13.8 kV/BASTR_2/13.800000,BASTROP 5,754.000000,500.000000,13.800000,0.001433,0.108953,0.143260,10.896240,1080.180054,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6003_6009_1,BASTROP_500 kV/BASTROP 0/BASTROP_500 kV/BASTR_1/500.000000,BASTROP 0,BASTROP_13.8 kV/BASTROP 6/BASTROP_13.8 kV/BASTR_3/13.800000,BASTROP 6,758.000000,500.000000,13.800000,0.002501,0.183284,0.250140,18.330151,1896.061035,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6003_6010_1,BASTROP_500 kV/BASTROP 0/BASTROP_500 kV/BASTR_1/500.000000,BASTROP 0,BASTROP_13.8 kV/BASTROP 7/BASTROP_13.8 kV/BASTR_4/13.800000,BASTROP 7,758.000000,500.000000,13.800000,0.002577,0.127571,0.257720,12.759740,1953.517944,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6004_6005_1,BASTROP_230 kV/BASTROP 1/BASTROP_230 kV/BASTR_1/230.000000,BASTROP 1,BASTROP_115 kV/BASTROP 2/BASTROP_115 kV/BASTR_1/115.000000,BASTROP 2,200.000000,230.000000,115.000000,0.002680,0.117060,0.268000,11.709070,536.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6004_6005_2,BASTROP_230 kV/BASTROP 1/BASTROP_230 kV/BASTR_1/230.000000,BASTROP 1,BASTROP_115 kV/BASTROP 2/BASTROP_115 kV/BASTR_1/115.000000,BASTROP 2,200.000000,230.000000,115.000000,0.002680,0.117060,0.268000,11.709070,536.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6285_6286_1,BOERNE 2_230 kV/BOERNE 2 0/BOERNE 2_230 kV/BOERN_1/230.000000,BOERNE 2 0,BOERNE 2_115 kV/BOERNE 2 1/BOERNE 2_115 kV/BOERN_1/115.000000,BOERNE 2 1,311.000000,230.000000,115.000000,0.000995,0.073396,0.099520,7.340275,309.507202,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6062_6063_1,BRENHAM_500 kV/BRENHAM 0/BRENHAM_500 kV/BRENH_1/500.000000,BRENHAM 0,BRENHAM_230 kV/BRENHAM 1/BRENHAM_230 kV/BRENH_1/230.000000,BRENHAM 1,1206.000000,500.000000,230.000000,0.001447,0.089847,0.144720,8.985866,1745.322998,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6063_6064_1,BRENHAM_230 kV/BRENHAM 1/BRENHAM_230 kV/BRENH_1/230.000000,BRENHAM 1,BRENHAM_115 kV/BRENHAM 2/BRENHAM_115 kV/BRENH_1/115.000000,BRENHAM 2,200.000000,230.000000,115.000000,0.002080,0.081920,0.208000,8.194640,416.000000,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6359_6360_1,BURNET_230 kV/BURNET 0/BURNET_230 kV/BURNE_1/230.000000,BURNET 0,BURNET_115 kV/BURNET 1/BURNET_115 kV/BURNE_1/115.000000,BURNET 1,136.000000,230.000000,115.000000,0.003917,0.147723,0.391680,14.777510,532.684814,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6192_6193_1,CALDWELL_230 kV/CALDWELL 0/CALDWELL_230 kV/CALDW_1/230.000000,CALDWELL 0,CALDWELL_115 kV/CALDWELL 1/CALDWELL_115 kV/CALDW_1/115.000000,CALDWELL 1,125.000000,230.000000,115.000000,0.001413,0.080638,0.141250,8.064987,176.562500,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6292_6293_1,CEDAR CREEK 1_500 kV/CEDAR CREEK 1 0/CEDAR CREEK 1_500 kV/CEDAR_1/500.000000,CEDAR CREEK 1 0,CEDAR CREEK 1_230 kV/CEDAR CREEK 1 1/CEDAR CREEK 1_230 kV/CEDAR_1/230.000000,CEDAR CREEK 1 1,1210.000000,500.000000,230.000000,0.002420,0.170731,0.242000,17.074820,2928.199951,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6292_6295_1,CEDAR CREEK 1_500 kV/CEDAR CREEK 1 0/CEDAR CREEK 1_500 kV/CEDAR_1/500.000000,CEDAR CREEK 1 0,CEDAR CREEK 1_13.8 kV/CEDAR CREEK 1 3/CEDAR CREEK 1_13.8 kV/CEDAR_1/13.800000,CEDAR CREEK 1 3,756.000000,500.000000,13.800000,0.001285,0.067738,0.128520,6.774980,971.611206,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6292_6296_1,CEDAR CREEK 1_500 kV/CEDAR CREEK 1 0/CEDAR CREEK 1_500 kV/CEDAR_1/500.000000,CEDAR CREEK 1 0,CEDAR CREEK 1_13.8 kV/CEDAR CREEK 1 4/CEDAR CREEK 1_13.8 kV/CEDAR_2/13.800000,CEDAR CREEK 1 4,762.000000,500.000000,13.800000,0.000991,0.058369,0.099060,5.837761,754.837219,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6292_6297_1,CEDAR CREEK 1_500 kV/CEDAR CREEK 1 0/CEDAR CREEK 1_500 kV/CEDAR_1/500.000000,CEDAR CREEK 1 0,CEDAR CREEK 1_13.8 kV/CEDAR CREEK 1 5/CEDAR CREEK 1_13.8 kV/CEDAR_3/13.800000,CEDAR CREEK 1 5,765.000000,500.000000,13.800000,0.002218,0.159426,0.221850,15.944140,1697.151978,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6293_6294_1,CEDAR CREEK 1_230 kV/CEDAR CREEK 1 1/CEDAR CREEK 1_230 kV/CEDAR_1/230.000000,CEDAR CREEK 1 1,CEDAR CREEK 1_115 kV/CEDAR CREEK 1 2/CEDAR CREEK 1_115 kV/CEDAR_1/115.000000,CEDAR CREEK 1 2,217.800003,230.000000,115.000000,0.001263,0.052860,0.126324,5.287515,275.133698,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6118_6119_1,CEDAR PARK_500 kV/CEDAR PARK 0/CEDAR PARK_500 kV/CEDAR_1/500.000000,CEDAR PARK 0,CEDAR PARK_230 kV/CEDAR PARK 1/CEDAR PARK_230 kV/CEDAR_1/230.000000,CEDAR PARK 1,1133.000000,500.000000,230.000000,0.002379,0.138113,0.237930,13.813320,2695.747070,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6119_6120_1,CEDAR PARK_230 kV/CEDAR PARK 1/CEDAR PARK_230 kV/CEDAR_1/230.000000,CEDAR PARK 1,CEDAR PARK_115 kV/CEDAR PARK 2/CEDAR PARK_115 kV/CEDAR_1/115.000000,CEDAR PARK 2,350.000000,230.000000,115.000000,0.001960,0.101150,0.196000,10.116900,686.000122,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6119_6120_2,CEDAR PARK_230 kV/CEDAR PARK 1/CEDAR PARK_230 kV/CEDAR_1/230.000000,CEDAR PARK 1,CEDAR PARK_115 kV/CEDAR PARK 2/CEDAR PARK_115 kV/CEDAR_1/115.000000,CEDAR PARK 2,350.000000,230.000000,115.000000,0.001960,0.101150,0.196000,10.116900,686.000122,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6188_6189_1,COLUMBUS_230 kV/COLUMBUS 0/COLUMBUS_230 kV/COLUM_1/230.000000,COLUMBUS 0,COLUMBUS_115 kV/COLUMBUS 1/COLUMBUS_115 kV/COLUM_1/115.000000,COLUMBUS 1,178.000000,230.000000,115.000000,0.004041,0.107993,0.404060,10.806820,719.226807,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6265_6266_1,CUERO 1_115 kV/CUERO 1 0/CUERO 1_115 kV/CUERO_1/115.000000,CUERO 1 0,CUERO 1_13.8 kV/CUERO 1 1/CUERO 1_13.8 kV/CUERO_1/13.800000,CUERO 1 1,29.000000,115.000000,13.800000,0.002039,0.069751,0.203870,6.978059,59.122299,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6265_6267_1,CUERO 1_115 kV/CUERO 1 0/CUERO 1_115 kV/CUERO_1/115.000000,CUERO 1 0,CUERO 1_13.8 kV/CUERO 1 2/CUERO 1_13.8 kV/CUERO_2/13.800000,CUERO 1 2,35.000000,115.000000,13.800000,0.006744,0.193126,0.674450,19.324421,236.057495,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6265_6268_1,CUERO 1_115 kV/CUERO 1 0/CUERO 1_115 kV/CUERO_1/115.000000,CUERO 1 0,CUERO 1_13.8 kV/CUERO 1 3/CUERO 1_13.8 kV/CUERO_3/13.800000,CUERO 1 3,30.000000,115.000000,13.800000,0.002466,0.052221,0.246600,5.227919,73.980003,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6265_6269_1,CUERO 1_115 kV/CUERO 1 0/CUERO 1_115 kV/CUERO_1/115.000000,CUERO 1 0,CUERO 1_13.8 kV/CUERO 1 4/CUERO 1_13.8 kV/CUERO_4/13.800000,CUERO 1 4,32.000000,115.000000,13.800000,0.006624,0.188835,0.662400,18.895130,211.968002,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6265_6270_1,CUERO 1_115 kV/CUERO 1 0/CUERO 1_115 kV/CUERO_1/115.000000,CUERO 1 0,CUERO 1_13.8 kV/CUERO 1 5/CUERO 1_13.8 kV/CUERO_6/13.800000,CUERO 1 5,47.000000,115.000000,13.800000,0.008577,0.152393,0.857750,15.263400,403.142487,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
trf_6265_6271_1,CUERO 1_115 kV/CUERO 1 0/CUERO 1_115 kV/CUERO_1/115.000000,CUERO 1 0,CUERO 1_13.8 kV/CUERO 1 6/CUERO 1_13.8 kV/CUERO_7/13.800000,CUERO 1 6,42.000000,115.000000,13.800000,0.001411,0.058464,0.141120,5.848103,59.270401,0.000000,3.000000,0.000000,100.000000,0.000000,0.900000,0.000000,100.000000,1.000000,0.000000,0.000000,80.000000,-79.000000,0.626582,0.000000,0.000000
