Nombre,Subestacion,Nodo,S[MVA],PF[cos],P[MW],Q[MW]
lod_5287_3,ARLINGTON 2_161 kV/ARLINGTON 2 0/ARLINGTON 2_161 kV/ARLIN_1/161.000000,ARLINGTON 2 0,83.995094,0.962128,80.814003,22.896999
lod_5440_1,ARLINGTON 3_161 kV/ARLINGTON 3 0/ARLINGTON 3_161 kV/ARLIN_1/161.000000,ARLINGTON 3 0,173.696411,0.962127,167.117996,47.349998
lod_5330_1,ARLINGTON 4_161 kV/ARLINGTON 4 0/ARLINGTON 4_161 kV/ARLIN_1/161.000000,ARLINGTON 4 0,67.332115,0.962126,64.781998,18.355000
lod_5082_1,ARLINGTON 5_161 kV/ARLINGTON 5 0/ARLINGTON 5_161 kV/ARLIN_1/161.000000,ARLINGTON 5 0,106.239594,0.962127,102.216003,28.961000
lod_5125_1,ARLINGTON 6_161 kV/ARLINGTON 6 0/ARLINGTON 6_161 kV/ARLIN_1/161.000000,ARLINGTON 6 0,70.590454,0.962127,67.917000,19.243000
lod_5232_1,ARLINGTON 7_161 kV/ARLINGTON 7 0/ARLINGTON 7_161 kV/ARLIN_1/161.000000,ARLINGTON 7 0,51.941101,0.962128,49.973999,14.159000
lod_5177_1,ARLINGTON 8_161 kV/ARLINGTON 8 0/ARLINGTON 8_161 kV/ARLIN_1/161.000000,ARLINGTON 8 0,94.977089,0.962127,91.379997,25.891001
lod_5086_1,ARLINGTON 9_161 kV/ARLINGTON 9 0/ARLINGTON 9_161 kV/ARLIN_1/161.000000,ARLINGTON 9 0,95.663078,0.962127,92.040001,26.077999
lod_5078_1,AUBREY_161 kV/AUBREY 0/AUBREY_161 kV/AUBRE_1/161.000000,AUBREY 0,69.037720,0.962126,66.422997,18.820000
lod_5162_1,AXTELL_161 kV/AXTELL 0/AXTELL_161 kV/AXTEL_1/161.000000,AXTELL 0,6.956368,0.962140,6.693000,1.896000
lod_5312_1,AZLE_161 kV/AZLE 0/AZLE_161 kV/AZLE__1/161.000000,AZLE 0,85.030243,0.962128,81.809998,23.179001
lod_5118_1,BAIRD_161 kV/BAIRD 0/BAIRD_161 kV/BAIRD_1/161.000000,BAIRD 0,8.989583,0.962114,8.649000,2.451000
lod_5374_1,BALCH SPRINGS_161 kV/BALCH SPRINGS 0/BALCH SPRINGS_161 kV/BALCH_1/161.000000,BALCH SPRINGS 0,71.812691,0.962128,69.093002,19.576000
lod_5073_1,BANGS_161 kV/BANGS 0/BANGS_161 kV/BANGS_1/161.000000,BANGS 0,9.182714,0.962134,8.835000,2.503000
lod_5094_1,BARDWELL_161 kV/BARDWELL 0/BARDWELL_161 kV/BARDW_1/161.000000,BARDWELL 0,2.768921,0.962108,2.664000,0.755000
lod_5271_1,BARTLETT_161 kV/BARTLETT 0/BARTLETT_161 kV/BARTL_1/161.000000,BARTLETT 0,10.398907,0.962120,10.005000,2.835000
lod_5248_1,BEDFORD 1_161 kV/BEDFORD 1 0/BEDFORD 1_161 kV/BEDFO_1/161.000000,BEDFORD 1 0,104.995506,0.962127,101.018997,28.622000
lod_5210_1,BEDFORD 2_161 kV/BEDFORD 2 0/BEDFORD 2_161 kV/BEDFO_1/161.000000,BEDFORD 2 0,41.196182,0.962128,39.636002,11.230000
lod_5132_1,BELTON_161 kV/BELTON 1/BELTON_161 kV/BELTO_1/161.000000,BELTON 1,106.551399,0.962127,102.515999,29.046000
lod_5485_1,BLOOMING GROVE_161 kV/BLOOMING GROVE 0/BLOOMING GROVE_161 kV/BLOOM_1/161.000000,BLOOMING GROVE 0,4.873701,0.962103,4.689000,1.329000
lod_5044_1,BOYD_161 kV/BOYD 0/BOYD_161 kV/BOYD__1/161.000000,BOYD 0,18.184660,0.962130,17.496000,4.957000
lod_5134_1,BRECKENRIDGE_161 kV/BRECKENRIDGE 0/BRECKENRIDGE_161 kV/BRECK_1/161.000000,BRECKENRIDGE 0,28.037832,0.962129,26.976000,7.643000
lod_5362_1,BRIDGEPORT_161 kV/BRIDGEPORT 1/BRIDGEPORT_161 kV/BRIDG_1/161.000000,BRIDGEPORT 1,35.240761,0.962124,33.905998,9.607000
lod_5121_1,BROWNWOOD_161 kV/BROWNWOOD 1/BROWNWOOD_161 kV/BROWN_1/161.000000,BROWNWOOD 1,79.673439,0.962127,76.655998,21.719000
lod_5150_1,BRYSON 2_161 kV/BRYSON 2 0/BRYSON 2_161 kV/BRYSO_1/161.000000,BRYSON 2 0,0.455214,0.962184,0.438000,0.124000
lod_5150_2,BRYSON 2_161 kV/BRYSON 2 0/BRYSON 2_161 kV/BRYSO_1/161.000000,BRYSON 2 0,1.312758,0.962097,1.263000,0.358000
lod_5150_3,BRYSON 2_161 kV/BRYSON 2 0/BRYSON 2_161 kV/BRYSO_1/161.000000,BRYSON 2 0,2.506837,0.962169,2.412000,0.683000
lod_5480_1,BURLESON_161 kV/BURLESON 1/BURLESON_161 kV/BURLE_1/161.000000,BURLESON 1,186.287186,0.962127,179.231995,50.782001
lod_5115_1,CADDO MILLS_161 kV/CADDO MILLS 0/CADDO MILLS_161 kV/CADDO_1/161.000000,CADDO MILLS 0,18.427790,0.962134,17.730000,5.023000
lod_5188_1,CARROLLTON 1_161 kV/CARROLLTON 1 0/CARROLLTON 1_161 kV/CARRO_1/161.000000,CARROLLTON 1 0,67.372635,0.962127,64.820999,18.365999
lod_5224_1,CARROLLTON 2_161 kV/CARROLLTON 2 0/CARROLLTON 2_161 kV/CARRO_1/161.000000,CARROLLTON 2 0,160.968292,0.962127,154.871994,43.880001
lod_5183_1,CARROLLTON 3_161 kV/CARROLLTON 3 0/CARROLLTON 3_161 kV/CARRO_1/161.000000,CARROLLTON 3 0,144.567123,0.962127,139.091995,39.409000
lod_5266_1,CEDAR HILL_161 kV/CEDAR HILL 0/CEDAR HILL_161 kV/CEDAR_1/161.000000,CEDAR HILL 0,141.477188,0.962127,136.119003,38.567001
lod_5331_1,CELINA_161 kV/CELINA 0/CELINA_161 kV/CELIN_1/161.000000,CELINA 0,27.392372,0.962129,26.355000,7.467000
lod_5285_1,CHICO_161 kV/CHICO 0/CHICO_161 kV/CHICO_1/161.000000,CHICO 0,10.551516,0.962137,10.152000,2.876000
lod_5393_1,CHINA SPRING_161 kV/CHINA SPRING 0/CHINA SPRING_161 kV/CHINA_1/161.000000,CHINA SPRING 0,15.506260,0.962128,14.919000,4.227000
lod_5347_1,CISCO_161 kV/CISCO 0/CISCO_161 kV/CISCO_1/161.000000,CISCO 0,19.416374,0.962126,18.681000,5.293000
lod_5453_1,CLEBURNE 1_161 kV/CLEBURNE 1 0/CLEBURNE 1_161 kV/CLEBU_1/161.000000,CLEBURNE 1 0,15.219449,0.962124,14.643000,4.149000
lod_5453_2,CLEBURNE 1_161 kV/CLEBURNE 1 0/CLEBURNE 1_161 kV/CLEBU_1/161.000000,CLEBURNE 1 0,55.374161,0.962127,53.277000,15.095000
lod_5025_1,CLEBURNE 2_161 kV/CLEBURNE 2 0/CLEBURNE 2_161 kV/CLEBU_1/161.000000,CLEBURNE 2 0,77.387894,0.962127,74.457001,21.096001
lod_5407_1,CLIFTON 2_161 kV/CLIFTON 2 0/CLIFTON 2_161 kV/CLIFT_1/161.000000,CLIFTON 2 0,22.116615,0.962127,21.278999,6.029000
lod_5334_1,CLYDE_161 kV/CLYDE 0/CLYDE_161 kV/CLYDE_1/161.000000,CLYDE 0,24.888695,0.962124,23.945999,6.785000
lod_5457_1,COLLEYVILLE_161 kV/COLLEYVILLE 0/COLLEYVILLE_161 kV/COLLE_1/161.000000,COLLEYVILLE 0,70.930420,0.962126,68.244003,19.336000
lod_5457_2,COLLEYVILLE_161 kV/COLLEYVILLE 0/COLLEYVILLE_161 kV/COLLE_1/161.000000,COLLEYVILLE 0,36.681129,0.962130,35.292000,9.999000
lod_5101_1,COMANCHE_161 kV/COMANCHE 0/COMANCHE_161 kV/COMAN_1/161.000000,COMANCHE 0,23.525940,0.962129,22.635000,6.413000
lod_5268_1,COMMERCE_161 kV/COMMERCE 0/COMMERCE_161 kV/COMME_1/161.000000,COMMERCE 0,33.500675,0.962130,32.231998,9.132000
lod_5201_1,COOLIDGE_161 kV/COOLIDGE 0/COOLIDGE_161 kV/COOLI_1/161.000000,COOLIDGE 0,5.001311,0.962148,4.812000,1.363000
lod_5136_1,COOPER_161 kV/COOPER 0/COOPER_161 kV/COOPE_1/161.000000,COOPER 0,12.410007,0.962127,11.940000,3.383000
lod_5273_1,COPPELL_161 kV/COPPELL 0/COPPELL_161 kV/COPPE_1/161.000000,COPPELL 0,120.564133,0.962127,115.998001,32.866001
lod_5452_1,COPPERAS COVE_161 kV/COPPERAS COVE 1/COPPERAS COVE_161 kV/COPPE_1/161.000000,COPPERAS COVE 1,110.798317,0.962126,106.601997,30.204000
lod_5476_1,CORSICANA 1_161 kV/CORSICANA 1 0/CORSICANA 1_161 kV/CORSI_1/161.000000,CORSICANA 1 0,11.405900,0.962134,10.974000,3.109000
lod_5180_1,CORSICANA 2_161 kV/CORSICANA 2 1/CORSICANA 2_161 kV/CORSI_1/161.000000,CORSICANA 2 1,4.122200,0.962108,3.966000,1.124000
lod_5180_2,CORSICANA 2_161 kV/CORSICANA 2 1/CORSICANA 2_161 kV/CORSI_1/161.000000,CORSICANA 2 1,87.718124,0.962127,84.396004,23.912001
lod_5484_1,CROSS PLAINS_161 kV/CROSS PLAINS 0/CROSS PLAINS_161 kV/CROSS_1/161.000000,CROSS PLAINS 0,0.620459,0.962190,0.597000,0.169000
lod_5484_2,CROSS PLAINS_161 kV/CROSS PLAINS 0/CROSS PLAINS_161 kV/CROSS_1/161.000000,CROSS PLAINS 0,5.914899,0.962147,5.691000,1.612000
lod_5034_1,DALLAS 1_161 kV/DALLAS 1 1/DALLAS 1_161 kV/DALLA_1/161.000000,DALLAS 1 1,57.528938,0.962124,55.349998,15.683000
lod_5309_1,DALLAS 10_161 kV/DALLAS 10 0/DALLAS 10_161 kV/DALLA_1/161.000000,DALLAS 10 0,102.741280,0.962125,98.849998,28.007999
lod_5100_1,DALLAS 11_161 kV/DALLAS 11 0/DALLAS 11_161 kV/DALLA_1/161.000000,DALLAS 11 0,23.329647,0.962123,22.445999,6.360000
lod_5294_1,DALLAS 12_161 kV/DALLAS 12 0/DALLAS 12_161 kV/DALLA_1/161.000000,DALLAS 12 0,115.531502,0.962127,111.155998,31.493999
lod_5229_1,DALLAS 13_161 kV/DALLAS 13 0/DALLAS 13_161 kV/DALLA_1/161.000000,DALLAS 13 0,45.673870,0.962126,43.944000,12.451000
lod_5228_1,DALLAS 14_161 kV/DALLAS 14 0/DALLAS 14_161 kV/DALLA_1/161.000000,DALLAS 14 0,84.394257,0.962127,81.197998,23.006001
lod_5090_1,DALLAS 15_161 kV/DALLAS 15 0/DALLAS 15_161 kV/DALLA_1/161.000000,DALLAS 15 0,113.024666,0.962126,108.744003,30.811001
lod_5272_1,DALLAS 16_161 kV/DALLAS 16 0/DALLAS 16_161 kV/DALLA_1/161.000000,DALLAS 16 0,8.637253,0.962112,8.310000,2.355000
lod_5272_2,DALLAS 16_161 kV/DALLAS 16 0/DALLAS 16_161 kV/DALLA_1/161.000000,DALLAS 16 0,10.932004,0.962129,10.518000,2.980000
lod_5329_1,DALLAS 17_161 kV/DALLAS 17 0/DALLAS 17_161 kV/DALLA_1/161.000000,DALLAS 17 0,154.083771,0.962126,148.248001,42.004002
lod_5436_1,DALLAS 18_161 kV/DALLAS 18 0/DALLAS 18_161 kV/DALLA_1/161.000000,DALLAS 18 0,75.757286,0.962125,72.888000,20.652000
lod_5072_1,DALLAS 19_161 kV/DALLAS 19 0/DALLAS 19_161 kV/DALLA_1/161.000000,DALLAS 19 0,75.183388,0.962127,72.335999,20.495001
lod_5323_1,DALLAS 2_161 kV/DALLAS 2 1/DALLAS 2_161 kV/DALLA_1/161.000000,DALLAS 2 1,228.075958,0.962127,219.438004,62.174000
lod_5189_1,DALLAS 20_161 kV/DALLAS 20 0/DALLAS 20_161 kV/DALLA_1/161.000000,DALLAS 20 0,81.940308,0.962127,78.836998,22.337000
lod_5009_1,DALLAS 21_161 kV/DALLAS 21 0/DALLAS 21_161 kV/DALLA_1/161.000000,DALLAS 21 0,65.143127,0.962128,62.675999,17.757999
lod_5252_1,DALLAS 22_161 kV/DALLAS 22 0/DALLAS 22_161 kV/DALLA_1/161.000000,DALLAS 22 0,83.982727,0.962126,80.802002,22.893999
lod_5482_1,DALLAS 23_161 kV/DALLAS 23 0/DALLAS 23_161 kV/DALLA_1/161.000000,DALLAS 23 0,71.906364,0.962126,69.182999,19.601999
lod_5006_1,DALLAS 24_161 kV/DALLAS 24 0/DALLAS 24_161 kV/DALLA_1/161.000000,DALLAS 24 0,104.128761,0.962126,100.184998,28.386000
lod_5467_1,DALLAS 25_161 kV/DALLAS 25 0/DALLAS 25_161 kV/DALLA_1/161.000000,DALLAS 25 0,29.338226,0.962124,28.226999,7.998000
lod_5289_1,DALLAS 26_161 kV/DALLAS 26 0/DALLAS 26_161 kV/DALLA_1/161.000000,DALLAS 26 0,72.504990,0.962127,69.759003,19.764999
lod_5032_1,DALLAS 27_161 kV/DALLAS 27 0/DALLAS 27_161 kV/DALLA_1/161.000000,DALLAS 27 0,49.019569,0.962126,47.162998,13.363000
lod_5230_1,DALLAS 28_161 kV/DALLAS 28 0/DALLAS 28_161 kV/DALLA_1/161.000000,DALLAS 28 0,68.984566,0.962128,66.372002,18.805000
lod_5340_1,DALLAS 29_161 kV/DALLAS 29 0/DALLAS 29_161 kV/DALLA_1/161.000000,DALLAS 29 0,30.083410,0.962125,28.944000,8.201000
lod_5340_2,DALLAS 29_161 kV/DALLAS 29 0/DALLAS 29_161 kV/DALLA_1/161.000000,DALLAS 29 0,0.000000,0.000000,0.000000,0.000000
lod_5340_3,DALLAS 29_161 kV/DALLAS 29 0/DALLAS 29_161 kV/DALLA_1/161.000000,DALLAS 29 0,5.194715,0.962132,4.998000,1.416000
lod_5385_1,DALLAS 3_161 kV/DALLAS 3 1/DALLAS 3_161 kV/DALLA_1/161.000000,DALLAS 3 1,250.457535,0.962127,240.972000,68.275002
lod_5311_1,DALLAS 30_161 kV/DALLAS 30 0/DALLAS 30_161 kV/DALLA_1/161.000000,DALLAS 30 0,42.571301,0.962127,40.959000,11.605000
lod_5372_1,DALLAS 31_161 kV/DALLAS 31 0/DALLAS 31_161 kV/DALLA_1/161.000000,DALLAS 31 0,41.364586,0.962127,39.798000,11.276000
lod_5214_1,DALLAS 32_161 kV/DALLAS 32 0/DALLAS 32_161 kV/DALLA_1/161.000000,DALLAS 32 0,106.121178,0.962126,102.101997,28.929001
lod_5128_1,DALLAS 33_161 kV/DALLAS 33 0/DALLAS 33_161 kV/DALLA_1/161.000000,DALLAS 33 0,94.075874,0.962128,90.513000,25.645000
lod_5462_1,DALLAS 34_161 kV/DALLAS 34 0/DALLAS 34_161 kV/DALLA_1/161.000000,DALLAS 34 0,89.433205,0.962126,86.045998,24.379999
lod_5203_1,DALLAS 35_161 kV/DALLAS 35 0/DALLAS 35_161 kV/DALLA_1/161.000000,DALLAS 35 0,152.798874,0.962127,147.011993,41.653000
lod_5344_1,DALLAS 36_161 kV/DALLAS 36 0/DALLAS 36_161 kV/DALLA_1/161.000000,DALLAS 36 0,98.441193,0.962128,94.712997,26.834999
lod_5468_1,DALLAS 37_161 kV/DALLAS 37 0/DALLAS 37_161 kV/DALLA_1/161.000000,DALLAS 37 0,43.787495,0.962124,42.129002,11.937000
lod_5085_1,DALLAS 38_161 kV/DALLAS 38 0/DALLAS 38_161 kV/DALLA_1/161.000000,DALLAS 38 0,53.322540,0.962126,51.303001,14.536000
lod_5168_1,DALLAS 39_161 kV/DALLAS 39 0/DALLAS 39_161 kV/DALLA_1/161.000000,DALLAS 39 0,130.619904,0.962127,125.672997,35.606998
lod_5161_1,DALLAS 4_161 kV/DALLAS 4 0/DALLAS 4_161 kV/DALLA_1/161.000000,DALLAS 4 0,207.512070,0.962127,199.653000,56.568001
lod_5425_1,DALLAS 40_161 kV/DALLAS 40 0/DALLAS 40_161 kV/DALLA_1/161.000000,DALLAS 40 0,1.459322,0.962091,1.404000,0.398000
lod_5425_2,DALLAS 40_161 kV/DALLAS 40 0/DALLAS 40_161 kV/DALLA_1/161.000000,DALLAS 40 0,0.000000,0.000000,0.000000,0.000000
lod_5425_3,DALLAS 40_161 kV/DALLAS 40 0/DALLAS 40_161 kV/DALLA_1/161.000000,DALLAS 40 0,53.559349,0.962129,51.530998,14.600000
lod_5070_1,DALLAS 41_161 kV/DALLAS 41 0/DALLAS 41_161 kV/DALLA_1/161.000000,DALLAS 41 0,77.590500,0.962128,74.652000,21.150999
lod_5139_1,DALLAS 42_161 kV/DALLAS 42 0/DALLAS 42_161 kV/DALLA_1/161.000000,DALLAS 42 0,89.782379,0.962126,86.382004,24.475000
lod_5376_1,DALLAS 43_161 kV/DALLAS 43 0/DALLAS 43_161 kV/DALLA_1/161.000000,DALLAS 43 0,49.730553,0.962125,47.847000,13.557000
lod_5108_1,DALLAS 44_161 kV/DALLAS 44 0/DALLAS 44_161 kV/DALLA_1/161.000000,DALLAS 44 0,41.698235,0.962127,40.118999,11.367000
lod_5250_1,DALLAS 5_161 kV/DALLAS 5 0/DALLAS 5_161 kV/DALLA_1/161.000000,DALLAS 5 0,171.585602,0.962126,165.087006,46.775002
lod_5122_1,DALLAS 6_161 kV/DALLAS 6 0/DALLAS 6_161 kV/DALLA_1/161.000000,DALLAS 6 0,67.553406,0.962128,64.995003,18.415001
lod_5149_1,DALLAS 7_161 kV/DALLAS 7 0/DALLAS 7_161 kV/DALLA_1/161.000000,DALLAS 7 0,95.048927,0.962125,91.448997,25.910999
lod_5126_1,DALLAS 8_161 kV/DALLAS 8 0/DALLAS 8_161 kV/DALLA_1/161.000000,DALLAS 8 0,172.761002,0.962127,166.218002,47.095001
lod_5126_2,DALLAS 8_161 kV/DALLAS 8 0/DALLAS 8_161 kV/DALLA_1/161.000000,DALLAS 8 0,7.268178,0.962139,6.993000,1.981000
lod_5352_1,DALLAS 9_161 kV/DALLAS 9 0/DALLAS 9_161 kV/DALLA_1/161.000000,DALLAS 9 0,43.488049,0.962126,41.841000,11.855000
lod_5275_1,DAWSON_161 kV/DAWSON 0/DAWSON_161 kV/DAWSO_1/161.000000,DAWSON 0,4.938949,0.962148,4.752000,1.346000
lod_5264_1,DE LEON_161 kV/DE LEON 0/DE LEON_161 kV/DE LE_1/161.000000,DE LEON 0,12.603412,0.962120,12.126000,3.436000
lod_5014_1,DECATUR_161 kV/DECATUR 0/DECATUR_161 kV/DECAT_1/161.000000,DECATUR 0,48.601719,0.962126,46.761002,13.249000
lod_5165_1,DENTON 1_161 kV/DENTON 1 1/DENTON 1_161 kV/DENTO_1/161.000000,DENTON 1 1,57.715752,0.962129,55.529999,15.733000
lod_5160_1,DENTON 2_161 kV/DENTON 2 0/DENTON 2_161 kV/DENTO_1/161.000000,DENTON 2 0,61.682186,0.962125,59.346001,16.815001
lod_5175_1,DENTON 3_161 kV/DENTON 3 0/DENTON 3_161 kV/DENTO_1/161.000000,DENTON 3 0,123.339371,0.962126,118.667999,33.623001
lod_5007_1,DENTON 4_161 kV/DENTON 4 0/DENTON 4_161 kV/DENTO_1/161.000000,DENTON 4 0,74.890259,0.962128,72.054001,20.415001
lod_5012_1,DENTON 5_161 kV/DENTON 5 0/DENTON 5_161 kV/DENTO_1/161.000000,DENTON 5 0,84.522141,0.962127,81.320999,23.041000
lod_5315_1,DENTON 6_161 kV/DENTON 6 0/DENTON 6_161 kV/DENTO_1/161.000000,DENTON 6 0,32.986256,0.962128,31.737000,8.992000
lod_5157_1,DESOTO_161 kV/DESOTO 0/DESOTO_161 kV/DESOT_1/161.000000,DESOTO 0,152.402863,0.962128,146.630997,41.544998
lod_5286_1,DUBLIN 2_161 kV/DUBLIN 2 0/DUBLIN 2_161 kV/DUBLI_1/161.000000,DUBLIN 2 0,28.062832,0.962127,27.000000,7.650000
lod_5286_2,DUBLIN 2_161 kV/DUBLIN 2 0/DUBLIN 2_161 kV/DUBLI_1/161.000000,DUBLIN 2 0,2.641038,0.962122,2.541000,0.720000
lod_5286_3,DUBLIN 2_161 kV/DUBLIN 2 0/DUBLIN 2_161 kV/DUBLI_1/161.000000,DUBLIN 2 0,0.660981,0.962206,0.636000,0.180000
lod_5194_1,DUNCANVILLE 1_161 kV/DUNCANVILLE 1 0/DUNCANVILLE 1_161 kV/DUNCA_1/161.000000,DUNCANVILLE 1 0,61.329853,0.962125,59.007000,16.719000
lod_5353_1,DUNCANVILLE 2_161 kV/DUNCANVILLE 2 0/DUNCANVILLE 2_161 kV/DUNCA_1/161.000000,DUNCANVILLE 2 0,58.810383,0.962126,56.583000,16.032000
lod_5013_1,EARLY_161 kV/EARLY 0/EARLY_161 kV/EARLY_1/161.000000,EARLY 0,20.096037,0.962130,19.334999,5.478000
lod_5135_1,EASTLAND_161 kV/EASTLAND 0/EASTLAND_161 kV/EASTL_1/161.000000,EASTLAND 0,10.096301,0.962135,9.714000,2.752000
lod_5135_2,EASTLAND_161 kV/EASTLAND 0/EASTLAND_161 kV/EASTL_1/161.000000,EASTLAND 0,18.583830,0.962127,17.879999,5.066000
lod_5437_1,ELM MOTT_161 kV/ELM MOTT 0/ELM MOTT_161 kV/ELM M_1/161.000000,ELM MOTT 0,9.369800,0.962134,9.015000,2.554000
lod_5381_1,ENNIS_161 kV/ENNIS 1/ENNIS_161 kV/ENNIS_1/161.000000,ENNIS 1,82.944420,0.962126,79.803001,22.611000
lod_5233_1,EULESS 1_161 kV/EULESS 1 0/EULESS 1_161 kV/EULES_1/161.000000,EULESS 1 0,102.663124,0.962127,98.775002,27.986000
lod_5097_1,EULESS 2_161 kV/EULESS 2 0/EULESS 2_161 kV/EULES_1/161.000000,EULESS 2 0,85.822266,0.962128,82.571999,23.395000
lod_5075_1,EVANT_161 kV/EVANT 0/EVANT_161 kV/EVANT_1/161.000000,EVANT 0,0.804386,0.962224,0.774000,0.219000
lod_5075_2,EVANT_161 kV/EVANT 0/EVANT_161 kV/EVANT_1/161.000000,EVANT 0,3.311496,0.962103,3.186000,0.903000
lod_5408_1,FARMERSVILLE_161 kV/FARMERSVILLE 0/FARMERSVILLE_161 kV/FARME_1/161.000000,FARMERSVILLE 0,27.619980,0.962130,26.573999,7.529000
lod_5212_1,FERRIS_161 kV/FERRIS 0/FERRIS_161 kV/FERRI_1/161.000000,FERRIS 0,35.224964,0.962130,33.890999,9.602000
lod_5253_1,FLOWER MOUND 1_161 kV/FLOWER MOUND 1 0/FLOWER MOUND 1_161 kV/FLOWE_1/161.000000,FLOWER MOUND 1 0,131.664551,0.962127,126.678001,35.891998
lod_5099_1,FLOWER MOUND 2_161 kV/FLOWER MOUND 2 0/FLOWER MOUND 2_161 kV/FLOWE_1/161.000000,FLOWER MOUND 2 0,70.297325,0.962128,67.635002,19.163000
lod_5258_1,FORNEY_161 kV/FORNEY 0/FORNEY_161 kV/FORNE_1/161.000000,FORNEY 0,104.131920,0.962126,100.188004,28.386999
lod_5256_1,FORRESTON_161 kV/FORRESTON 0/FORRESTON_161 kV/FORRE_1/161.000000,FORRESTON 0,1.353279,0.962107,1.302000,0.369000
lod_5081_1,FORT HOOD_161 kV/FORT HOOD 0/FORT HOOD_161 kV/FORT _1/161.000000,FORT HOOD 0,93.365166,0.962125,89.829002,25.452000
lod_5028_1,FORT WORTH 1_161 kV/FORT WORTH 1 0/FORT WORTH 1_161 kV/FORT _1/161.000000,FORT WORTH 1 0,9.712926,0.962120,9.345000,2.648000
lod_5420_1,FORT WORTH 10_161 kV/FORT WORTH 10 0/FORT WORTH 10_161 kV/FORT _1/161.000000,FORT WORTH 10 0,15.250495,0.962133,14.673000,4.157000
lod_5443_1,FORT WORTH 11_161 kV/FORT WORTH 11 0/FORT WORTH 11_161 kV/FORT _1/161.000000,FORT WORTH 11 0,54.398212,0.962127,52.338001,14.829000
lod_5199_1,FORT WORTH 12_161 kV/FORT WORTH 12 0/FORT WORTH 12_161 kV/FORT _1/161.000000,FORT WORTH 12 0,25.290752,0.962130,24.333000,6.894000
lod_5375_1,FORT WORTH 13_161 kV/FORT WORTH 13 0/FORT WORTH 13_161 kV/FORT _1/161.000000,FORT WORTH 13 0,64.532150,0.962125,62.088001,17.591999
lod_5026_1,FORT WORTH 14_161 kV/FORT WORTH 14 0/FORT WORTH 14_161 kV/FORT _1/161.000000,FORT WORTH 14 0,73.911156,0.962128,71.112000,20.148001
lod_5346_1,FORT WORTH 15_161 kV/FORT WORTH 15 0/FORT WORTH 15_161 kV/FORT _1/161.000000,FORT WORTH 15 0,94.896049,0.962126,91.302002,25.868999
lod_5332_1,FORT WORTH 16_161 kV/FORT WORTH 16 0/FORT WORTH 16_161 kV/FORT _1/161.000000,FORT WORTH 16 0,88.472778,0.962126,85.122002,24.118000
lod_5438_1,FORT WORTH 17_161 kV/FORT WORTH 17 0/FORT WORTH 17_161 kV/FORT _1/161.000000,FORT WORTH 17 0,52.221863,0.962126,50.243999,14.236000
lod_5429_1,FORT WORTH 18_161 kV/FORT WORTH 18 0/FORT WORTH 18_161 kV/FORT _1/161.000000,FORT WORTH 18 0,110.346260,0.962126,106.167000,30.080999
lod_5469_1,FORT WORTH 19_161 kV/FORT WORTH 19 0/FORT WORTH 19_161 kV/FORT _1/161.000000,FORT WORTH 19 0,8.833542,0.962128,8.499000,2.408000
lod_5143_1,FORT WORTH 2_161 kV/FORT WORTH 2 0/FORT WORTH 2_161 kV/FORT _1/161.000000,FORT WORTH 2 0,47.653927,0.962124,45.848999,12.991000
lod_5143_2,FORT WORTH 2_161 kV/FORT WORTH 2 0/FORT WORTH 2_161 kV/FORT _1/161.000000,FORT WORTH 2 0,43.235439,0.962127,41.598000,11.786000
lod_5441_1,FORT WORTH 20_161 kV/FORT WORTH 20 0/FORT WORTH 20_161 kV/FORT _1/161.000000,FORT WORTH 20 0,150.896988,0.962127,145.182007,41.134998
lod_5387_1,FORT WORTH 21_161 kV/FORT WORTH 21 0/FORT WORTH 21_161 kV/FORT _1/161.000000,FORT WORTH 21 0,80.811478,0.962128,77.750999,22.028999
lod_5244_1,FORT WORTH 22_161 kV/FORT WORTH 22 0/FORT WORTH 22_161 kV/FORT _1/161.000000,FORT WORTH 22 0,67.693649,0.962129,65.129997,18.452999
lod_5027_1,FORT WORTH 23_161 kV/FORT WORTH 23 0/FORT WORTH 23_161 kV/FORT _1/161.000000,FORT WORTH 23 0,77.045036,0.962126,74.126999,21.003000
lod_5098_1,FORT WORTH 24_161 kV/FORT WORTH 24 0/FORT WORTH 24_161 kV/FORT _1/161.000000,FORT WORTH 24 0,69.695549,0.962127,67.056000,18.999001
lod_5098_2,FORT WORTH 24_161 kV/FORT WORTH 24 0/FORT WORTH 24_161 kV/FORT _1/161.000000,FORT WORTH 24 0,92.676025,0.962126,89.166000,25.264000
lod_5291_1,FORT WORTH 25_161 kV/FORT WORTH 25 0/FORT WORTH 25_161 kV/FORT _1/161.000000,FORT WORTH 25 0,149.849197,0.962127,144.173996,40.848999
lod_5184_1,FORT WORTH 26_161 kV/FORT WORTH 26 0/FORT WORTH 26_161 kV/FORT _1/161.000000,FORT WORTH 26 0,6.245661,0.962108,6.009000,1.703000
lod_5184_2,FORT WORTH 26_161 kV/FORT WORTH 26 0/FORT WORTH 26_161 kV/FORT _1/161.000000,FORT WORTH 26 0,77.144760,0.962126,74.223000,21.030001
lod_5292_1,FORT WORTH 27_161 kV/FORT WORTH 27 0/FORT WORTH 27_161 kV/FORT _1/161.000000,FORT WORTH 27 0,64.494514,0.962128,62.051998,17.580999
