Nombre,Subestacion,Nodo,Tipo,V_nom[kV],Set_point[p.u.],S_nom[MVA],PF[cos],P_nom[MW],P_gen[MW],Q_gen[MVAr],P_max[MW],P_min[MW],Q_max[MVAr],Q_min[MVAr],Factor_escala,R_sub[p.u],X_sub[p.u],Inercia[s],Slack,Fuera_servicio
sym_5041_1,DALLAS 1_13.2 kV/DALLAS 1 8/DALLAS 1_13.2 kV/DALLA_5/13.200000,DALLAS 1 8,,13.200000,1.020000,370.160004,1.000000,370.160004,93.737000,0.000000,308.470001,92.540001,157.009995,-34.240002,0.833342,0.000000,0.115900,5.000000,0.000000,0.000000
sym_5042_1,DALLAS 1_13.2 kV/DALLAS 1 9/DALLAS 1_13.2 kV/DALLA_6/13.200000,DALLAS 1 9,,13.200000,1.020000,370.160004,1.000000,370.160004,93.737000,0.000000,308.470001,92.540001,157.009995,-34.240002,0.833342,0.000000,0.191300,5.000000,0.000000,0.000000
sym_5324_1,DALLAS 2_13.8 kV/DALLAS 2 2/DALLAS 2_13.8 kV/DALLA_1/13.800000,DALLAS 2 2,,13.800000,1.040000,340.880005,1.000000,340.880005,283.277008,0.000000,284.070007,85.220001,144.589996,-31.530001,0.833343,0.000000,0.216700,5.000000,0.000000,0.000000
sym_5325_1,DALLAS 2_13.8 kV/DALLAS 2 3/DALLAS 2_13.8 kV/DALLA_2/13.800000,DALLAS 2 3,,13.800000,1.040000,340.880005,1.000000,340.880005,283.277008,0.000000,284.070007,85.220001,144.589996,-31.530001,0.833343,0.000000,0.150300,5.000000,0.000000,0.000000
sym_5326_1,DALLAS 2_13.8 kV/DALLAS 2 4/DALLAS 2_13.8 kV/DALLA_3/13.800000,DALLAS 2 4,,13.800000,1.040000,340.880005,1.000000,340.880005,283.277008,0.000000,284.070007,85.220001,144.589996,-31.530001,0.833343,0.000000,0.188100,5.000000,0.000000,0.000000
sym_5166_1,DENTON 1_13.8 kV/DENTON 1 2/DENTON 1_13.8 kV/DENTO_1/13.800000,DENTON 1 2,,13.800000,1.040000,151.800003,1.000000,151.800003,126.147003,0.000000,126.500000,37.950001,64.389999,-14.040000,0.833333,0.000000,0.139100,6.159400,0.000000,0.000000
sym_5167_1,DENTON 1_13.8 kV/DENTON 1 3/DENTON 1_13.8 kV/DENTO_2/13.800000,DENTON 1 3,,13.800000,1.040000,1.920000,1.000000,1.920000,1.596000,0.000000,1.600000,0.480000,0.810000,-0.180000,0.833333,0.000000,0.106700,1.369700,0.000000,0.000000
sym_5170_1,DUBLIN 1_18 kV/DUBLIN 1 1/DUBLIN 1_18 kV/DUBLI_1/18.000000,DUBLIN 1 1,,18.000000,1.000000,72.000000,1.000000,72.000000,45.000000,0.000000,60.000000,18.000000,12.780000,-8.640000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_5382_1,ENNIS_13.8 kV/ENNIS 2/ENNIS_13.8 kV/ENNIS_1/13.800000,ENNIS 2,,13.800000,1.040000,250.800003,1.000000,250.800003,63.511002,0.000000,209.000000,62.700001,106.379997,-23.200001,0.833333,0.000000,0.247700,5.408800,0.000000,0.000000
sym_5383_1,ENNIS_13.8 kV/ENNIS 3/ENNIS_13.8 kV/ENNIS_2/13.800000,ENNIS 3,,13.800000,1.040000,250.800003,1.000000,250.800003,63.511002,0.000000,209.000000,62.700001,106.379997,-23.200001,0.833333,0.000000,0.398200,4.377200,0.000000,0.000000
sym_5262_1,GLEN ROSE 1_13.8 kV/GLEN ROSE 1 2/GLEN ROSE 1_13.8 kV/GLEN _1/13.800000,GLEN ROSE 1 2,,13.800000,1.010000,1458.000000,1.000000,1458.000000,1211.607056,0.000000,1215.000000,364.500000,447.119995,-99.629990,0.833333,0.000000,0.263100,2.023500,0.000000,0.000000
sym_5263_1,GLEN ROSE 1_13.8 kV/GLEN ROSE 1 3/GLEN ROSE 1_13.8 kV/GLEN _2/13.800000,GLEN ROSE 1 3,,13.800000,1.010000,1458.000000,1.000000,1458.000000,1023.979980,0.000000,1215.000000,364.500000,447.119995,-99.629990,0.833333,0.000000,0.162600,2.027400,0.000000,0.000000
sym_5243_1,GOLDTHWAITE 1_13.8 kV/GOLDTHWAITE 1 4/GOLDTHWAITE 1_13.8 kV/GOLDT_1/13.800000,GOLDTHWAITE 1 4,,13.800000,1.000000,180.000000,1.000000,180.000000,112.500000,0.000000,150.000000,45.000000,31.950001,-21.600000,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_5057_1,GRAHAM_13.8 kV/GRAHAM 2/GRAHAM_13.8 kV/GRAHA_2/13.800000,GRAHAM 2,,13.800000,1.000000,380.820007,1.000000,380.820007,0.000000,0.000000,317.350006,95.199997,161.529999,-35.230000,0.833333,0.000000,0.191300,5.000000,0.000000,1.000000
sym_5058_1,GRAHAM_13.8 kV/GRAHAM 3/GRAHAM_13.8 kV/GRAHA_1/13.800000,GRAHAM 3,,13.800000,1.000000,380.820007,1.000000,380.820007,251.164001,0.000000,317.350006,95.199997,161.529999,-35.230000,0.833333,0.000000,0.298200,5.000000,0.000000,0.000000
sym_5319_1,GRANBURY 1_13.2 kV/GRANBURY 1 2/GRANBURY 1_13.2 kV/GRANB_1/13.200000,GRANBURY 1 2,,13.200000,1.010000,315.359985,1.000000,315.359985,79.860001,0.000000,262.799988,78.839996,133.770004,-29.170000,0.833333,0.000000,0.250700,5.000000,0.000000,0.000000
sym_5320_1,GRANBURY 1_13.2 kV/GRANBURY 1 3/GRANBURY 1_13.2 kV/GRANB_3/13.200000,GRANBURY 1 3,,13.200000,1.010000,315.359985,1.000000,315.359985,0.000000,0.000000,262.799988,78.839996,133.770004,-29.170000,0.833333,0.000000,0.281400,5.000000,0.000000,1.000000
sym_5321_1,GRANBURY 1_13.2 kV/GRANBURY 1 4/GRANBURY 1_13.2 kV/GRANB_2/13.200000,GRANBURY 1 4,,13.200000,1.010000,315.359985,1.000000,315.359985,79.860001,0.000000,262.799988,78.839996,133.770004,-29.170000,0.833333,0.000000,0.128100,5.000000,0.000000,0.000000
sym_5403_1,GRANBURY 2_18 kV/GRANBURY 2 2/GRANBURY 2_18 kV/GRANB_1/18.000000,GRANBURY 2 2,,18.000000,1.030000,107.279999,1.000000,107.279999,89.150002,0.000000,89.400002,26.820000,45.500000,-9.920000,0.833333,0.000000,0.198500,8.145700,0.000000,0.000000
sym_5404_1,GRANBURY 2_18 kV/GRANBURY 2 3/GRANBURY 2_18 kV/GRANB_2/18.000000,GRANBURY 2 3,,18.000000,1.030000,107.279999,1.000000,107.279999,77.231003,0.000000,89.400002,26.820000,45.500000,-9.920000,0.833333,0.000000,0.134700,7.487900,0.000000,0.000000
sym_5405_1,GRANBURY 2_18 kV/GRANBURY 2 4/GRANBURY 2_18 kV/GRANB_3/18.000000,GRANBURY 2 4,,18.000000,1.030000,107.279999,1.000000,107.279999,84.771004,0.000000,89.400002,26.820000,45.500000,-9.920000,0.833333,0.000000,0.141700,5.097200,0.000000,0.000000
sym_5406_1,GRANBURY 2_18 kV/GRANBURY 2 5/GRANBURY 2_18 kV/GRANB_4/18.000000,GRANBURY 2 5,,18.000000,1.030000,107.279999,1.000000,107.279999,89.150002,0.000000,89.400002,26.820000,45.500000,-9.920000,0.833333,0.000000,0.122700,3.938500,0.000000,0.000000
sym_5051_1,GREENVILLE 1_22 kV/GREENVILLE 1 2/GREENVILLE 1_22 kV/GREEN_1/22.000000,GREENVILLE 1 2,,22.000000,1.020000,101.639999,1.000000,101.639999,84.462997,0.000000,84.699997,25.410000,43.110001,-9.400000,0.833333,0.000000,0.124800,7.652900,0.000000,0.000000
sym_5106_1,IRVING 1_13.8 kV/IRVING 1 1/IRVING 1_13.8 kV/IRVIN_1/13.800000,IRVING 1 1,,13.800000,1.040000,12.960000,1.000000,12.960000,0.000000,0.000000,10.800000,3.240000,5.030000,-1.320000,0.833333,0.000000,0.319100,5.125700,0.000000,1.000000
sym_5107_1,IRVING 1_13.8 kV/IRVING 1 2/IRVING 1_13.8 kV/IRVIN_2/13.800000,IRVING 1 2,,13.800000,1.040000,6.840000,1.000000,6.840000,0.000000,0.000000,5.700000,1.710000,2.660000,-0.700000,0.833333,0.000000,0.275500,3.703500,0.000000,1.000000
sym_5020_1,JACKSBORO 1_13.8 kV/JACKSBORO 1 2/JACKSBORO 1_13.8 kV/JACKS_1/13.800000,JACKSBORO 1 2,,13.800000,1.000000,144.000000,1.000000,144.000000,90.000000,0.000000,120.000000,36.000000,25.559999,-17.280001,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_5342_1,LEWISVILLE 1_13.8 kV/LEWISVILLE 1 1/LEWISVILLE 1_13.8 kV/LEWIS_1/13.800000,LEWISVILLE 1 1,,13.800000,1.040000,21.000000,1.000000,21.000000,8.400000,0.000000,8.400000,0.000000,3.201000,-0.140000,1.000000,0.000000,0.212300,3.070300,0.000000,0.000000
sym_5343_1,LEWISVILLE 1_13.8 kV/LEWISVILLE 1 2/LEWISVILLE 1_13.8 kV/LEWIS_2/13.800000,LEWISVILLE 1 2,,13.800000,1.040000,512.574402,1.000000,512.574402,207.500000,0.000000,207.500000,0.000000,79.667000,-3.430000,1.000000,0.000000,0.241400,2.198600,0.000000,0.000000
sym_5423_1,LEWSIVILLE_13.8 kV/LEWSIVILLE 1/LEWSIVILLE_13.8 kV/LEWSI_1/13.800000,LEWSIVILLE 1,,13.800000,1.000000,14.880000,1.000000,14.880000,12.365000,0.000000,12.400000,3.720000,6.310000,-1.380000,0.833333,0.000000,0.123200,3.109500,0.000000,0.000000
sym_5424_1,LEWSIVILLE_13.8 kV/LEWSIVILLE 2/LEWSIVILLE_13.8 kV/LEWSI_2/13.800000,LEWSIVILLE 2,,13.800000,1.000000,3.840000,1.000000,3.840000,0.000000,0.000000,3.200000,0.960000,1.630000,-0.360000,0.833333,0.000000,0.188200,3.267500,0.000000,1.000000
sym_5297_1,MCKINNEY 1_13.8 kV/MCKINNEY 1 2/MCKINNEY 1_13.8 kV/MCKIN_7/13.800000,MCKINNEY 1 2,,13.800000,1.040000,3.840000,1.000000,3.840000,0.000000,0.000000,3.200000,0.960000,1.630000,-0.360000,0.833333,0.000000,0.191000,5.313900,0.000000,1.000000
sym_5298_1,MCKINNEY 1_13.8 kV/MCKINNEY 1 3/MCKINNEY 1_13.8 kV/MCKIN_1/13.800000,MCKINNEY 1 3,,13.800000,1.040000,138.000000,1.000000,138.000000,114.679001,0.000000,115.000000,34.500000,58.529999,-12.760000,0.833333,0.000000,0.132600,3.469600,0.000000,0.000000
sym_5299_1,MCKINNEY 1_13.8 kV/MCKINNEY 1 4/MCKINNEY 1_13.8 kV/MCKIN_2/13.800000,MCKINNEY 1 4,,13.800000,1.040000,138.000000,1.000000,138.000000,114.679001,0.000000,115.000000,34.500000,58.529999,-12.760000,0.833333,0.000000,0.322800,4.349200,0.000000,0.000000
sym_5300_1,MCKINNEY 1_13.8 kV/MCKINNEY 1 5/MCKINNEY 1_13.8 kV/MCKIN_3/13.800000,MCKINNEY 1 5,,13.800000,1.040000,138.000000,1.000000,138.000000,114.679001,0.000000,115.000000,34.500000,58.529999,-12.760000,0.833333,0.000000,0.219100,4.981500,0.000000,0.000000
sym_5301_1,MCKINNEY 1_13.8 kV/MCKINNEY 1 6/MCKINNEY 1_13.8 kV/MCKIN_4/13.800000,MCKINNEY 1 6,,13.800000,1.040000,99.239998,1.000000,99.239998,82.469002,0.000000,82.699997,24.809999,42.090000,-9.180000,0.833333,0.000000,0.196400,3.710200,0.000000,0.000000
sym_5302_1,MCKINNEY 1_13.8 kV/MCKINNEY 1 7/MCKINNEY 1_13.8 kV/MCKIN_5/13.800000,MCKINNEY 1 7,,13.800000,1.040000,556.500000,1.000000,556.500000,462.454987,0.000000,463.750000,139.130005,236.050003,-51.480000,0.833333,0.000000,0.133000,5.000000,0.000000,0.000000
sym_5303_1,MCKINNEY 1_13.8 kV/MCKINNEY 1 8/MCKINNEY 1_13.8 kV/MCKIN_6/13.800000,MCKINNEY 1 8,,13.800000,1.040000,556.500000,1.000000,556.500000,462.454987,0.000000,463.750000,139.130005,236.050003,-51.480000,0.833333,0.000000,0.179200,5.000000,0.000000,0.000000
sym_5444_1,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,346.799988,1.000000,346.799988,0.000000,0.000000,289.000000,86.699997,147.100006,-32.080002,0.833333,0.000000,0.342600,5.000000,0.000000,1.000000
sym_5444_2,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,346.799988,1.000000,346.799988,0.000000,0.000000,289.000000,86.699997,147.100006,-32.080002,0.833333,0.000000,0.184000,5.000000,0.000000,1.000000
sym_5444_3,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,346.799988,1.000000,346.799988,0.000000,0.000000,289.000000,86.699997,147.100006,-32.080002,0.833333,0.000000,0.286700,5.000000,0.000000,1.000000
sym_5444_4,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,346.799988,1.000000,346.799988,288.192993,0.000000,289.000000,86.699997,147.100006,-32.080002,0.833333,0.000000,0.296400,5.000000,0.000000,0.000000
sym_5444_5,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,346.799988,1.000000,346.799988,288.192993,0.000000,289.000000,86.699997,147.100006,-32.080002,0.833333,0.000000,0.115700,5.000000,0.000000,0.000000
sym_5444_6,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,346.799988,1.000000,346.799988,0.000000,0.000000,289.000000,86.699997,147.100006,-32.080002,0.833333,0.000000,0.174800,5.000000,0.000000,1.000000
sym_5444_7,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,169.559998,1.000000,169.559998,140.904999,0.000000,141.300003,42.389999,71.919998,-15.680001,0.833333,0.000000,0.112200,4.129100,0.000000,0.000000
sym_5444_8,MIDLOTHIAN 1_500 kV/MIDLOTHIAN 1 0/MIDLOTHIAN 1_500 kV/MIDLO_1/500.000000,MIDLOTHIAN 1 0,,500.000000,1.010000,169.559998,1.000000,169.559998,140.904999,0.000000,141.300003,42.389999,71.919998,-15.680001,0.833333,0.000000,0.255000,5.863600,0.000000,0.000000
sym_5238_1,OLNEY 1_18 kV/OLNEY 1 2/OLNEY 1_18 kV/OLNEY_1/18.000000,OLNEY 1 2,,18.000000,1.000000,270.000000,1.000000,270.000000,168.750000,0.000000,225.000000,67.500000,47.930000,-32.400002,1.000000,0.000000,0.190000,5.000000,0.000000,0.000000
sym_5415_1,PALO PINTO 1_13.8 kV/PALO PINTO 1 2/PALO PINTO 1_13.8 kV/PALO _1/13.800000,PALO PINTO 1 2,,13.800000,1.000000,146.399994,1.000000,146.399994,121.658997,0.000000,122.000000,36.599998,62.099998,-13.540000,0.833333,0.000000,0.140300,4.164600,0.000000,0.000000
sym_5416_1,PALO PINTO 1_13.8 kV/PALO PINTO 1 3/PALO PINTO 1_13.8 kV/PALO _2/13.800000,PALO PINTO 1 3,,13.800000,1.000000,146.399994,1.000000,146.399994,121.658997,0.000000,122.000000,36.599998,62.099998,-13.540000,0.833333,0.000000,0.264800,5.513600,0.000000,0.000000
sym_5417_1,PALO PINTO 1_13.8 kV/PALO PINTO 1 4/PALO PINTO 1_13.8 kV/PALO _3/13.800000,PALO PINTO 1 4,,13.800000,1.000000,146.399994,1.000000,146.399994,121.658997,0.000000,122.000000,36.599998,62.099998,-13.540000,0.833333,0.000000,0.169600,6.666600,0.000000,0.000000
sym_5418_1,PALO PINTO 1_13.8 kV/PALO PINTO 1 5/PALO PINTO 1_13.8 kV/PALO _4/13.800000,PALO PINTO 1 5,,13.800000,1.000000,142.559998,1.000000,142.559998,118.468002,0.000000,118.800003,35.639999,60.470001,-13.190000,0.833333,0.000000,0.340000,4.438500,0.000000,0.000000
sym_5419_1,PALO PINTO 1_13.8 kV/PALO PINTO 1 6/PALO PINTO 1_13.8 kV/PALO _5/13.800000,PALO PINTO 1 6,,13.800000,1.000000,142.559998,1.000000,142.559998,118.468002,0.000000,118.800003,35.639999,60.470001,-13.190000,0.833333,0.000000,0.164200,3.407800,0.000000,0.000000
sym_5206_1,POOLVILLE_13.8 kV/POOLVILLE 2/POOLVILLE_13.8 kV/POOLV_1/13.800000,POOLVILLE 2,,13.800000,1.010000,298.399994,1.000000,298.399994,207.104004,0.000000,248.669998,74.599998,126.570000,-27.600000,0.833345,0.000000,0.119800,4.981700,0.000000,0.000000
sym_5207_1,POOLVILLE_13.8 kV/POOLVILLE 3/POOLVILLE_13.8 kV/POOLV_2/13.800000,POOLVILLE 3,,13.800000,1.010000,298.399994,1.000000,298.399994,180.007004,0.000000,248.669998,74.599998,126.570000,-27.600000,0.833345,0.000000,0.180900,5.009400,0.000000,0.000000
sym_5208_1,POOLVILLE_13.8 kV/POOLVILLE 4/POOLVILLE_13.8 kV/POOLV_3/13.800000,POOLVILLE 4,,13.800000,1.010000,298.399994,1.000000,298.399994,180.007004,0.000000,248.669998,74.599998,126.570000,-27.600000,0.833345,0.000000,0.105600,4.997600,0.000000,0.000000
sym_5360_1,RIESEL 1_13.8 kV/RIESEL 1 2/RIESEL 1_13.8 kV/RIESE_1/13.800000,RIESEL 1 2,,13.800000,1.010000,1209.599976,1.000000,1209.599976,1005.184998,0.000000,1008.000000,302.399994,469.729980,-122.980011,0.833333,0.000000,0.255100,2.996100,0.000000,0.000000
sym_5281_1,TEMPLE 1_13.8 kV/TEMPLE 1 2/TEMPLE 1_13.8 kV/TEMPL_1/13.800000,TEMPLE 1 2,,13.800000,1.000000,321.279999,1.000000,321.279999,266.981995,0.000000,267.730011,80.320000,136.279999,-29.719999,0.833323,0.000000,0.106600,5.000000,0.000000,0.000000
sym_5282_1,TEMPLE 1_13.8 kV/TEMPLE 1 3/TEMPLE 1_13.8 kV/TEMPL_2/13.800000,TEMPLE 1 3,,13.800000,1.000000,321.279999,1.000000,321.279999,266.981995,0.000000,267.730011,80.320000,136.279999,-29.719999,0.833323,0.000000,0.239400,5.000000,0.000000,0.000000
sym_5283_1,TEMPLE 1_13.8 kV/TEMPLE 1 4/TEMPLE 1_13.8 kV/TEMPL_3/13.800000,TEMPLE 1 4,,13.800000,1.000000,321.279999,1.000000,321.279999,0.000000,0.000000,267.730011,80.320000,136.279999,-29.719999,0.833323,0.000000,0.106500,5.000000,0.000000,1.000000
sym_6349_1,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,14.400000,1.000000,14.400000,0.000000,0.000000,12.000000,3.600000,6.110000,-1.330000,0.833333,0.000000,0.162900,5.194400,0.000000,1.000000
sym_6349_10,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,61.799999,1.000000,61.799999,0.000000,0.000000,51.500000,15.450000,26.209999,-5.720000,0.833333,0.000000,0.103700,7.982400,0.000000,1.000000
sym_6349_11,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,123.599998,1.000000,123.599998,31.299999,0.000000,103.000000,30.900000,52.430000,-11.430000,0.833333,0.000000,0.134700,2.777700,0.000000,0.000000
sym_6349_2,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,2.760000,1.000000,2.760000,0.000000,0.000000,2.300000,0.690000,1.170000,-0.260000,0.833333,0.000000,0.122000,4.918600,0.000000,1.000000
sym_6349_3,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,5.520000,1.000000,5.520000,0.000000,0.000000,4.600000,1.380000,2.340000,-0.510000,0.833333,0.000000,0.214500,4.882000,0.000000,1.000000
sym_6349_4,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,1.800000,1.000000,1.800000,0.000000,0.000000,1.500000,0.450000,0.760000,-0.170000,0.833333,0.000000,0.132600,6.365000,0.000000,1.000000
sym_6349_5,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,4.800000,1.000000,4.800000,0.000000,0.000000,4.000000,1.200000,2.040000,-0.440000,0.833333,0.000000,0.133900,2.837400,0.000000,1.000000
sym_6349_6,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,7.680000,1.000000,7.680000,0.000000,0.000000,6.400000,1.920000,3.260000,-0.710000,0.833333,0.000000,0.322300,2.921900,0.000000,1.000000
sym_6349_7,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,435.600006,1.000000,435.600006,110.308998,0.000000,363.000000,108.900002,184.770004,-40.290001,0.833333,0.000000,0.179100,5.000000,0.000000,0.000000
sym_6349_8,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,435.600006,1.000000,435.600006,110.308998,0.000000,363.000000,108.900002,184.770004,-40.290001,0.833333,0.000000,0.204800,5.000000,0.000000,0.000000
sym_6349_9,AUSTIN 1_500 kV/AUSTIN 1 0/AUSTIN 1_500 kV/AUSTI_1/500.000000,AUSTIN 1 0,,500.000000,1.040000,61.799999,1.000000,61.799999,0.000000,0.000000,51.500000,15.450000,26.209999,-5.720000,0.833333,0.000000,0.185600,7.656500,0.000000,1.000000
sym_6257_1,AUSTIN 2_13.8 kV/AUSTIN 2 3/AUSTIN 2_13.8 kV/AUSTI_1/13.800000,AUSTIN 2 3,,13.800000,1.020000,232.800003,1.000000,232.800003,58.952999,0.000000,194.000000,58.200001,98.750000,-21.530001,0.833333,0.000000,0.155200,5.816700,0.000000,0.000000
sym_6258_1,AUSTIN 2_13.8 kV/AUSTIN 2 4/AUSTIN 2_13.8 kV/AUSTI_2/13.800000,AUSTIN 2 4,,13.800000,1.020000,232.800003,1.000000,232.800003,106.959000,0.000000,194.000000,58.200001,98.750000,-21.530001,0.833333,0.000000,0.263100,4.167200,0.000000,0.000000
sym_6259_1,AUSTIN 2_13.8 kV/AUSTIN 2 5/AUSTIN 2_13.8 kV/AUSTI_4/13.800000,AUSTIN 2 5,,13.800000,1.020000,61.680000,1.000000,61.680000,0.000000,0.000000,51.400002,15.420000,26.160000,-5.710000,0.833333,0.000000,0.147500,2.811600,0.000000,1.000000
sym_6260_1,AUSTIN 2_13.8 kV/AUSTIN 2 6/AUSTIN 2_13.8 kV/AUSTI_3/13.800000,AUSTIN 2 6,,13.800000,1.020000,308.399994,1.000000,308.399994,78.097000,0.000000,257.000000,77.099998,130.809998,-28.530001,0.833333,0.000000,0.119700,5.000000,0.000000,0.000000
sym_6041_1,AUSTIN 3_13.8 kV/AUSTIN 3 3/AUSTIN 3_13.8 kV/AUSTI_1/13.800000,AUSTIN 3 3,,13.800000,1.040000,53.400002,1.000000,53.400002,0.000000,0.000000,53.400002,0.000000,20.480000,-0.880000,1.000000,0.000000,0.409300,2.994500,0.000000,0.000000
sym_6042_1,AUSTIN 3_13.8 kV/AUSTIN 3 4/AUSTIN 3_13.8 kV/AUSTI_2/13.800000,AUSTIN 3 4,,13.800000,1.040000,320.200012,1.000000,320.200012,0.000000,0.000000,320.200012,0.000000,122.907997,-5.290000,1.000000,0.000000,0.187700,2.188900,0.000000,0.000000
sym_6006_1,BASTROP_13.8 kV/BASTROP 3/BASTROP_13.8 kV/BASTR_1/13.800000,BASTROP 3,,13.800000,1.040000,255.600006,1.000000,255.600006,212.404999,0.000000,213.000000,63.900002,108.419998,-23.639999,0.833333,0.000000,0.187700,5.400400,0.000000,0.000000
sym_6007_1,BASTROP_13.8 kV/BASTROP 4/BASTROP_13.8 kV/BASTR_5/13.800000,BASTROP 4,,13.800000,1.040000,511.200012,1.000000,511.200012,0.000000,0.000000,426.000000,127.800003,216.830002,-47.290001,0.833333,0.000000,0.134200,5.000000,0.000000,1.000000
sym_6008_1,BASTROP_13.8 kV/BASTROP 5/BASTROP_13.8 kV/BASTR_2/13.800000,BASTROP 5,,13.800000,1.040000,238.000000,1.000000,238.000000,197.776001,0.000000,198.330002,59.500000,100.949997,-22.010000,0.833319,0.000000,0.201600,4.264300,0.000000,0.000000
sym_6009_1,BASTROP_13.8 kV/BASTROP 6/BASTROP_13.8 kV/BASTR_3/13.800000,BASTROP 6,,13.800000,1.040000,238.000000,1.000000,238.000000,197.776001,0.000000,198.330002,59.500000,100.949997,-22.010000,0.833319,0.000000,0.184300,5.739400,0.000000,0.000000
sym_6010_1,BASTROP_13.8 kV/BASTROP 7/BASTROP_13.8 kV/BASTR_4/13.800000,BASTROP 7,,13.800000,1.040000,238.000000,1.000000,238.000000,197.776001,0.000000,198.330002,59.500000,100.949997,-22.010000,0.833319,0.000000,0.156200,5.755700,0.000000,0.000000
sym_6295_1,CEDAR CREEK 1_13.8 kV/CEDAR CREEK 1 3/CEDAR CREEK 1_13.8 kV/CEDAR_1/13.800000,CEDAR CREEK 1 3,,13.800000,1.020000,247.479996,1.000000,247.479996,62.669998,0.000000,206.229996,61.869999,104.970001,-22.889999,0.833320,0.000000,0.219700,5.041100,0.000000,0.000000
sym_6296_1,CEDAR CREEK 1_13.8 kV/CEDAR CREEK 1 4/CEDAR CREEK 1_13.8 kV/CEDAR_2/13.800000,CEDAR CREEK 1 4,,13.800000,1.020000,247.479996,1.000000,247.479996,62.669998,0.000000,206.229996,61.869999,104.970001,-22.889999,0.833320,0.000000,0.256700,4.804900,0.000000,0.000000
sym_6297_1,CEDAR CREEK 1_13.8 kV/CEDAR CREEK 1 5/CEDAR CREEK 1_13.8 kV/CEDAR_3/13.800000,CEDAR CREEK 1 5,,13.800000,1.020000,247.479996,1.000000,247.479996,62.700001,0.000000,206.229996,61.900002,104.970001,-22.889999,0.833320,0.000000,0.141700,4.794900,0.000000,0.000000
sym_6266_1,CUERO 1_13.8 kV/CUERO 1 1/CUERO 1_13.8 kV/CUERO_1/13.800000,CUERO 1 1,,13.800000,1.040000,11.250000,1.000000,11.250000,4.500000,0.000000,4.500000,0.000000,1.719000,-0.070000,1.000000,0.000000,0.202900,2.990300,0.000000,0.000000
sym_6267_1,CUERO 1_13.8 kV/CUERO 1 2/CUERO 1_13.8 kV/CUERO_2/13.800000,CUERO 1 2,,13.800000,1.040000,17.999998,1.000000,17.999998,7.200000,0.000000,7.200000,0.000000,2.727000,-0.120000,1.000000,0.000000,0.122000,3.128800,0.000000,0.000000
