Nombre,Subestacion_i,Nodo_i,Subestacion_j,Nodo_j,V_nom[kV],Longitud [km],R[Ohm/km],R[pu],X[Ohm/km],X[pu],C[uF/km],R0[Ohm/km],X0[Ohm/km],C0[uF/km],I_nominal [kA],Carga_maxima [%],Fuera_servicio
lne_5196_5204_1,BRYSON 1_500 kV/BRYSON 1 0/BRYSON 1_500 kV/BRYSO_1/500.000000,BRYSON 1 0,POOLVILLE_500 kV/POOLVILLE 0/POOLVILLE_500 kV/POOLV_1/500.000000,POOLVILLE 0,500.000000,1.000000,1.450000,0.000580,17.700001,0.007080,0.499025,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_5197_5337_1,BRYSON 1_161 kV/BRYSON 1 1/BRYSON 1_161 kV/BRYSO_1/161.000000,BRYSON 1 1,JACKSBORO 2_161 kV/JACKSBORO 2 0/JACKSBORO 2_161 kV/JACKS_1/161.000000,JACKSBORO 2 0,161.000000,1.000000,1.819654,0.007020,8.017365,0.030930,0.147360,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5199_5375_1,FORT WORTH 12_161 kV/FORT WORTH 12 0/FORT WORTH 12_161 kV/FORT _1/161.000000,FORT WORTH 12 0,FORT WORTH 13_161 kV/FORT WORTH 13 0/FORT WORTH 13_161 kV/FORT _1/161.000000,FORT WORTH 13 0,161.000000,1.000000,0.984998,0.003800,4.196610,0.016190,0.082890,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5199_5438_1,FORT WORTH 12_161 kV/FORT WORTH 12 0/FORT WORTH 12_161 kV/FORT _1/161.000000,FORT WORTH 12 0,FORT WORTH 17_161 kV/FORT WORTH 17 0/FORT WORTH 17_161 kV/FORT _1/161.000000,FORT WORTH 17 0,161.000000,1.000000,0.269578,0.001040,1.526747,0.005890,0.032440,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5200_5255_1,MINERAL WELLS_161 kV/MINERAL WELLS 0/MINERAL WELLS_161 kV/MINER_1/161.000000,MINERAL WELLS 0,MILLSAP_161 kV/MILLSAP 0/MILLSAP_161 kV/MILLS_1/161.000000,MILLSAP 0,161.000000,1.000000,1.311602,0.005060,7.682984,0.029640,0.151453,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5201_5276_1,COOLIDGE_161 kV/COOLIDGE 0/COOLIDGE_161 kV/COOLI_1/161.000000,COOLIDGE 0,MART_161 kV/MART 0/MART_161 kV/MART__1/161.000000,MART 0,161.000000,1.000000,0.946117,0.003650,5.552279,0.021420,0.109497,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5201_5327_1,COOLIDGE_161 kV/COOLIDGE 0/COOLIDGE_161 kV/COOLI_1/161.000000,COOLIDGE 0,MOUNT CALM_161 kV/MOUNT CALM 0/MOUNT CALM_161 kV/MOUNT_1/161.000000,MOUNT CALM 0,161.000000,1.000000,1.280497,0.004940,7.237144,0.027920,0.153705,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5202_5381_1,RICE_161 kV/RICE 0/RICE_161 kV/RICE__1/161.000000,RICE 0,ENNIS_161 kV/ENNIS 1/ENNIS_161 kV/ENNIS_1/161.000000,ENNIS 1,161.000000,1.000000,2.343259,0.009040,9.974400,0.038480,0.196889,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5202_5426_1,RICE_161 kV/RICE 0/RICE_161 kV/RICE__1/161.000000,RICE 0,KEMP_161 kV/KEMP 0/KEMP_161 kV/KEMP__1/161.000000,KEMP 0,161.000000,1.000000,2.918705,0.011260,12.862000,0.049620,0.236390,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5204_5361_1,POOLVILLE_500 kV/POOLVILLE 0/POOLVILLE_500 kV/POOLV_1/500.000000,POOLVILLE 0,BRIDGEPORT_500 kV/BRIDGEPORT 0/BRIDGEPORT_500 kV/BRIDG_1/500.000000,BRIDGEPORT 0,500.000000,1.000000,0.275000,0.000110,5.850000,0.002340,0.173394,0.000000,0.000000,0.000000,3.196211,100.000000,0.000000
lne_5204_5413_1,POOLVILLE_500 kV/POOLVILLE 0/POOLVILLE_500 kV/POOLV_1/500.000000,POOLVILLE 0,PALO PINTO 1_500 kV/PALO PINTO 1 0/PALO PINTO 1_500 kV/PALO _1/500.000000,PALO PINTO 1 0,500.000000,1.000000,1.875000,0.000750,22.650000,0.009060,0.638508,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_5209_5246_1,WALNUT SPRINGS_161 kV/WALNUT SPRINGS 0/WALNUT SPRINGS_161 kV/WALNU_1/161.000000,WALNUT SPRINGS 0,GLEN ROSE 2_161 kV/GLEN ROSE 2 0/GLEN ROSE 2_161 kV/GLEN _1/161.000000,GLEN ROSE 2 0,161.000000,1.000000,1.645983,0.006350,7.250104,0.027970,0.133238,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5209_5247_1,WALNUT SPRINGS_161 kV/WALNUT SPRINGS 0/WALNUT SPRINGS_161 kV/WALNU_1/161.000000,WALNUT SPRINGS 0,KOPPERL_161 kV/KOPPERL 0/KOPPERL_161 kV/KOPPE_1/161.000000,KOPPERL 0,161.000000,1.000000,1.721154,0.006640,7.587077,0.029270,0.139378,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5210_5233_1,BEDFORD 2_161 kV/BEDFORD 2 0/BEDFORD 2_161 kV/BEDFO_1/161.000000,BEDFORD 2 0,EULESS 1_161 kV/EULESS 1 0/EULESS 1_161 kV/EULES_1/161.000000,EULESS 1 0,161.000000,1.000000,0.515828,0.001990,3.017204,0.011640,0.059456,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5210_5428_1,BEDFORD 2_161 kV/BEDFORD 2 0/BEDFORD 2_161 kV/BEDFO_1/161.000000,BEDFORD 2 0,HURST_161 kV/HURST 0/HURST_161 kV/HURST_1/161.000000,HURST 0,161.000000,1.000000,0.290315,0.001120,1.643391,0.006340,0.034896,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5211_5275_1,HUBBARD_161 kV/HUBBARD 0/HUBBARD_161 kV/HUBBA_1/161.000000,HUBBARD 0,DAWSON_161 kV/DAWSON 0/DAWSON_161 kV/DAWSO_1/161.000000,DAWSON 0,161.000000,1.000000,1.588957,0.006130,7.009038,0.027040,0.128838,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5211_5327_1,HUBBARD_161 kV/HUBBARD 0/HUBBARD_161 kV/HUBBA_1/161.000000,HUBBARD 0,MOUNT CALM_161 kV/MOUNT CALM 0/MOUNT CALM_161 kV/MOUNT_1/161.000000,MOUNT CALM 0,161.000000,1.000000,1.075722,0.004150,6.086251,0.023480,0.129247,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5212_5256_1,FERRIS_161 kV/FERRIS 0/FERRIS_161 kV/FERRI_1/161.000000,FERRIS 0,FORRESTON_161 kV/FORRESTON 0/FORRESTON_161 kV/FORRE_1/161.000000,FORRESTON 0,161.000000,1.000000,1.643391,0.006340,12.496510,0.048210,0.259006,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5212_5333_1,FERRIS_161 kV/FERRIS 0/FERRIS_161 kV/FERRI_1/161.000000,FERRIS 0,RED OAK_161 kV/RED OAK 0/RED OAK_161 kV/RED O_1/161.000000,RED OAK 0,161.000000,1.000000,0.912419,0.003520,6.944236,0.026790,0.143983,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5213_5250_1,GARLAND 4_161 kV/GARLAND 4 0/GARLAND 4_161 kV/GARLA_1/161.000000,GARLAND 4 0,DALLAS 5_161 kV/DALLAS 5 0/DALLAS 5_161 kV/DALLA_1/161.000000,DALLAS 5 0,161.000000,1.000000,0.785406,0.003030,5.762238,0.022230,0.128838,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5214_5229_1,DALLAS 32_161 kV/DALLAS 32 0/DALLAS 32_161 kV/DALLA_1/161.000000,DALLAS 32 0,DALLAS 13_161 kV/DALLAS 13 0/DALLAS 13_161 kV/DALLA_1/161.000000,DALLAS 13 0,161.000000,1.000000,0.969445,0.003740,4.269188,0.016470,0.078490,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5214_5468_1,DALLAS 32_161 kV/DALLAS 32 0/DALLAS 32_161 kV/DALLA_1/161.000000,DALLAS 32 0,DALLAS 37_161 kV/DALLAS 37 0/DALLAS 37_161 kV/DALLA_1/161.000000,DALLAS 37 0,161.000000,1.000000,0.194407,0.000750,1.477497,0.005700,0.030598,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5215_5277_1,PILOT POINT_161 kV/PILOT POINT 0/PILOT POINT_161 kV/PILOT_1/161.000000,PILOT POINT 0,LITTLE ELM_161 kV/LITTLE ELM 0/LITTLE ELM_161 kV/LITTL_1/161.000000,LITTLE ELM 0,161.000000,1.000000,1.739299,0.006710,10.189550,0.039310,0.200880,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5216_5442_1,FORT WORTH 6_161 kV/FORT WORTH 6 0/FORT WORTH 6_161 kV/FORT _1/161.000000,FORT WORTH 6 0,FORT WORTH 7_161 kV/FORT WORTH 7 0/FORT WORTH 7_161 kV/FORT _1/161.000000,FORT WORTH 7 0,161.000000,1.000000,0.225513,0.000870,1.316787,0.005080,0.025993,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5216_5443_1,FORT WORTH 6_161 kV/FORT WORTH 6 0/FORT WORTH 6_161 kV/FORT _1/161.000000,FORT WORTH 6 0,FORT WORTH 11_161 kV/FORT WORTH 11 0/FORT WORTH 11_161 kV/FORT _1/161.000000,FORT WORTH 11 0,161.000000,1.000000,0.502867,0.001940,2.208469,0.008520,0.040626,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5217_5310_1,NORTH RICHLAND HILLS 2_161 kV/NORTH RICHLAND HILLS 2 0/NORTH RICHLAND HILLS 2_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 2 0,FORT WORTH 4_161 kV/FORT WORTH 4 0/FORT WORTH 4_161 kV/FORT _1/161.000000,FORT WORTH 4 0,161.000000,1.000000,0.443249,0.001710,1.957036,0.007550,0.035919,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5217_5310_2,NORTH RICHLAND HILLS 2_161 kV/NORTH RICHLAND HILLS 2 0/NORTH RICHLAND HILLS 2_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 2 0,FORT WORTH 4_161 kV/FORT WORTH 4 0/FORT WORTH 4_161 kV/FORT _1/161.000000,FORT WORTH 4 0,161.000000,1.000000,0.443249,0.001710,1.957036,0.007550,0.035919,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5217_5433_1,NORTH RICHLAND HILLS 2_161 kV/NORTH RICHLAND HILLS 2 0/NORTH RICHLAND HILLS 2_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 2 0,FORT WORTH 3_161 kV/FORT WORTH 3 0/FORT WORTH 3_161 kV/FORT _1/161.000000,FORT WORTH 3 0,161.000000,1.000000,1.135340,0.004380,5.005345,0.019310,0.091998,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5217_5483_1,NORTH RICHLAND HILLS 2_161 kV/NORTH RICHLAND HILLS 2 0/NORTH RICHLAND HILLS 2_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 2 0,NORTH RICHLAND HILLS 1_161 kV/NORTH RICHLAND HILLS 1 0/NORTH RICHLAND HILLS 1_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 1 0,161.000000,1.000000,0.326605,0.001260,2.389916,0.009220,0.053418,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5217_5483_2,NORTH RICHLAND HILLS 2_161 kV/NORTH RICHLAND HILLS 2 0/NORTH RICHLAND HILLS 2_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 2 0,NORTH RICHLAND HILLS 1_161 kV/NORTH RICHLAND HILLS 1 0/NORTH RICHLAND HILLS 1_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 1 0,161.000000,1.000000,0.326605,0.001260,2.389916,0.009220,0.053418,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5219_5371_1,SCURRY_161 kV/SCURRY 0/SCURRY_161 kV/SCURR_1/161.000000,SCURRY 0,SEAGOVILLE_161 kV/SEAGOVILLE 0/SEAGOVILLE_161 kV/SEAGO_1/161.000000,SEAGOVILLE 0,161.000000,1.000000,2.024430,0.007810,8.618732,0.033250,0.170180,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5221_5411_1,KILLEEN 1_161 kV/KILLEEN 1 0/KILLEEN 1_161 kV/KILLE_1/161.000000,KILLEEN 1 0,KILLEEN 3_161 kV/KILLEEN 3 1/KILLEEN 3_161 kV/KILLE_1/161.000000,KILLEEN 3 1,161.000000,1.000000,2.081456,0.008030,9.165666,0.035360,0.168441,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5222_5426_1,MABANK 1_161 kV/MABANK 1 0/MABANK 1_161 kV/MABAN_1/161.000000,MABANK 1 0,KEMP_161 kV/KEMP 0/KEMP_161 kV/KEMP__1/161.000000,KEMP 0,161.000000,1.000000,1.047208,0.004040,7.957747,0.030700,0.164961,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5222_5426_2,MABANK 1_161 kV/MABANK 1 0/MABANK 1_161 kV/MABAN_1/161.000000,MABANK 1 0,KEMP_161 kV/KEMP 0/KEMP_161 kV/KEMP__1/161.000000,KEMP 0,161.000000,1.000000,1.047208,0.004040,7.957747,0.030700,0.164961,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5223_5275_1,MEXIA_161 kV/MEXIA 0/MEXIA_161 kV/MEXIA_1/161.000000,MEXIA 0,DAWSON_161 kV/DAWSON 0/DAWSON_161 kV/DAWSO_1/161.000000,DAWSON 0,161.000000,1.000000,2.361403,0.009110,13.844410,0.053410,0.272923,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5224_5307_1,CARROLLTON 2_161 kV/CARROLLTON 2 0/CARROLLTON 2_161 kV/CARRO_1/161.000000,CARROLLTON 2 0,THE COLONY_161 kV/THE COLONY 0/THE COLONY_161 kV/THE C_1/161.000000,THE COLONY 0,161.000000,1.000000,0.443249,0.001710,3.377506,0.013030,0.069996,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5225_5259_1,NEVADA_161 kV/NEVADA 0/NEVADA_161 kV/NEVAD_1/161.000000,NEVADA 0,LAVON_161 kV/LAVON 0/LAVON_161 kV/LAVON_1/161.000000,LAVON 0,161.000000,1.000000,0.629880,0.002430,3.691150,0.014240,0.072759,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5225_5421_1,NEVADA_161 kV/NEVADA 0/NEVADA_161 kV/NEVAD_1/161.000000,NEVADA 0,JOSEPHINE_161 kV/JOSEPHINE 0/JOSEPHINE_161 kV/JOSEP_1/161.000000,JOSEPHINE 0,161.000000,1.000000,0.474354,0.001830,3.473414,0.013400,0.077671,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5227_5354_1,TERRELL 2_161 kV/TERRELL 2 0/TERRELL 2_161 kV/TERRE_1/161.000000,TERRELL 2 0,MESQUITE 1_161 kV/MESQUITE 1 0/MESQUITE 1_161 kV/MESQU_1/161.000000,MESQUITE 1 0,161.000000,1.000000,1.951851,0.007530,11.436350,0.044120,0.225440,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5228_5313_1,DALLAS 14_161 kV/DALLAS 14 0/DALLAS 14_161 kV/DALLA_1/161.000000,DALLAS 14 0,HUTCHINS_161 kV/HUTCHINS 0/HUTCHINS_161 kV/HUTCH_1/161.000000,HUTCHINS 0,161.000000,1.000000,0.401776,0.001550,3.066454,0.011830,0.063549,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5228_5313_2,DALLAS 14_161 kV/DALLAS 14 0/DALLAS 14_161 kV/DALLA_1/161.000000,DALLAS 14 0,HUTCHINS_161 kV/HUTCHINS 0/HUTCHINS_161 kV/HUTCH_1/161.000000,HUTCHINS 0,161.000000,1.000000,0.401776,0.001550,3.066454,0.011830,0.063549,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5228_5313_3,DALLAS 14_161 kV/DALLAS 14 0/DALLAS 14_161 kV/DALLA_1/161.000000,DALLAS 14 0,HUTCHINS_161 kV/HUTCHINS 0/HUTCHINS_161 kV/HUTCH_1/161.000000,HUTCHINS 0,161.000000,1.000000,0.401776,0.001550,3.066454,0.011830,0.063549,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5228_5349_1,DALLAS 14_161 kV/DALLAS 14 0/DALLAS 14_161 kV/DALLA_1/161.000000,DALLAS 14 0,LANCASTER 2_161 kV/LANCASTER 2 0/LANCASTER 2_161 kV/LANCA_1/161.000000,LANCASTER 2 0,161.000000,1.000000,0.336973,0.001300,2.560995,0.009880,0.053111,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5229_5309_1,DALLAS 13_161 kV/DALLAS 13 0/DALLAS 13_161 kV/DALLA_1/161.000000,DALLAS 13 0,DALLAS 10_161 kV/DALLAS 10 0/DALLAS 10_161 kV/DALLA_1/161.000000,DALLAS 10 0,161.000000,1.000000,0.699867,0.002700,4.100702,0.015820,0.080843,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5230_5478_1,DALLAS 28_161 kV/DALLAS 28 0/DALLAS 28_161 kV/DALLA_1/161.000000,DALLAS 28 0,IRVING 3_161 kV/IRVING 3 0/IRVING 3_161 kV/IRVIN_1/161.000000,IRVING 3 0,161.000000,1.000000,1.472313,0.005680,6.265106,0.024170,0.123721,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5231_5286_1,HAMILTON_161 kV/HAMILTON 0/HAMILTON_161 kV/HAMIL_1/161.000000,HAMILTON 0,DUBLIN 2_161 kV/DUBLIN 2 0/DUBLIN 2_161 kV/DUBLI_1/161.000000,DUBLIN 2 0,161.000000,1.000000,5.041635,0.019450,22.219481,0.085720,0.408310,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5232_5251_1,ARLINGTON 7_161 kV/ARLINGTON 7 0/ARLINGTON 7_161 kV/ARLIN_1/161.000000,ARLINGTON 7 0,GRAND PRAIRIE 2_161 kV/GRAND PRAIRIE 2 0/GRAND PRAIRIE 2_161 kV/GRAND_1/161.000000,GRAND PRAIRIE 2 0,161.000000,1.000000,1.643391,0.006340,7.237144,0.027920,0.133033,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5232_5440_1,ARLINGTON 7_161 kV/ARLINGTON 7 0/ARLINGTON 7_161 kV/ARLIN_1/161.000000,ARLINGTON 7 0,ARLINGTON 3_161 kV/ARLINGTON 3 0/ARLINGTON 3_161 kV/ARLIN_1/161.000000,ARLINGTON 3 0,161.000000,1.000000,0.663578,0.002560,2.820205,0.010880,0.055669,0.000000,0.000000,0.000000,1.075808,100.000000,0.000000
lne_5232_5442_1,ARLINGTON 7_161 kV/ARLINGTON 7 0/ARLINGTON 7_161 kV/ARLIN_1/161.000000,ARLINGTON 7 0,FORT WORTH 7_161 kV/FORT WORTH 7 0/FORT WORTH 7_161 kV/FORT _1/161.000000,FORT WORTH 7 0,161.000000,1.000000,1.599326,0.006170,7.040143,0.027160,0.129349,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5233_5339_1,EULESS 1_161 kV/EULESS 1 0/EULESS 1_161 kV/EULES_1/161.000000,EULESS 1 0,SOUTHLAKE_161 kV/SOUTHLAKE 0/SOUTHLAKE_161 kV/SOUTH_1/161.000000,SOUTHLAKE 0,161.000000,1.000000,1.378997,0.005320,6.073290,0.023430,0.111646,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5234_5296_1,FRISCO 1_161 kV/FRISCO 1 0/FRISCO 1_161 kV/FRISC_1/161.000000,FRISCO 1 0,MCKINNEY 1_161 kV/MCKINNEY 1 1/MCKINNEY 1_161 kV/MCKIN_1/161.000000,MCKINNEY 1 1,161.000000,1.000000,1.057577,0.004080,8.040694,0.031020,0.166599,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5234_5296_2,FRISCO 1_161 kV/FRISCO 1 0/FRISCO 1_161 kV/FRISC_1/161.000000,FRISCO 1 0,MCKINNEY 1_161 kV/MCKINNEY 1 1/MCKINNEY 1_161 kV/MCKIN_1/161.000000,MCKINNEY 1 1,161.000000,1.000000,1.057577,0.004080,8.040694,0.031020,0.166599,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5235_5271_1,SALADO_161 kV/SALADO 0/SALADO_161 kV/SALAD_1/161.000000,SALADO 0,BARTLETT_161 kV/BARTLETT 0/BARTLETT_161 kV/BARTL_1/161.000000,BARTLETT 0,161.000000,1.000000,3.631532,0.014010,16.006220,0.061750,0.294208,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5235_5411_1,SALADO_161 kV/SALADO 0/SALADO_161 kV/SALAD_1/161.000000,SALADO 0,KILLEEN 3_161 kV/KILLEEN 3 1/KILLEEN 3_161 kV/KILLE_1/161.000000,KILLEEN 3 1,161.000000,1.000000,1.858536,0.007170,7.911089,0.030520,0.156161,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5236_5394_1,OLNEY 1_500 kV/OLNEY 1 0/OLNEY 1_500 kV/OLNEY_1/500.000000,OLNEY 1 0,ALBANY 1_500 kV/ALBANY 1 0/ALBANY 1_500 kV/ALBAN_1/500.000000,ALBANY 1 0,500.000000,1.000000,3.050000,0.001220,37.125000,0.014850,1.046433,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_5239_5451_1,GOLDTHWAITE 1_500 kV/GOLDTHWAITE 1 0/GOLDTHWAITE 1_500 kV/GOLDT_1/500.000000,GOLDTHWAITE 1 0,COPPERAS COVE_500 kV/COPPERAS COVE 0/COPPERAS COVE_500 kV/COPPE_1/500.000000,COPPERAS COVE 0,500.000000,1.000000,1.625000,0.000650,19.775000,0.007910,0.557774,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_5239_6210_1,GOLDTHWAITE 1_500 kV/GOLDTHWAITE 1 0/GOLDTHWAITE 1_500 kV/GOLDT_1/500.000000,GOLDTHWAITE 1 0,MARBLE FALLS 2_500 kV/MARBLE FALLS 2 0/MARBLE FALLS 2_500 kV/MARBL_1/500.000000,MARBLE FALLS 2 0,500.000000,1.000000,2.975000,0.001190,36.174999,0.014470,1.019822,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_5244_5306_1,FORT WORTH 22_161 kV/FORT WORTH 22 0/FORT WORTH 22_161 kV/FORT _1/161.000000,FORT WORTH 22 0,ALEDO 2_161 kV/ALEDO 2 0/ALEDO 2_161 kV/ALEDO_1/161.000000,ALEDO 2 0,161.000000,1.000000,1.832615,0.007070,10.739070,0.041430,0.211728,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5244_5442_1,FORT WORTH 22_161 kV/FORT WORTH 22 0/FORT WORTH 22_161 kV/FORT _1/161.000000,FORT WORTH 22 0,FORT WORTH 7_161 kV/FORT WORTH 7 0/FORT WORTH 7_161 kV/FORT _1/161.000000,FORT WORTH 7 0,161.000000,1.000000,1.316787,0.005080,5.593752,0.021580,0.110418,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5245_5254_1,GRAPEVINE_161 kV/GRAPEVINE 0/GRAPEVINE_161 kV/GRAPE_1/161.000000,GRAPEVINE 0,ROANOKE_161 kV/ROANOKE 0/ROANOKE_161 kV/ROANO_1/161.000000,ROANOKE 0,161.000000,1.000000,1.894825,0.007310,8.343969,0.032190,0.153295,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5245_5339_1,GRAPEVINE_161 kV/GRAPEVINE 0/GRAPEVINE_161 kV/GRAPE_1/161.000000,GRAPEVINE 0,SOUTHLAKE_161 kV/SOUTHLAKE 0/SOUTHLAKE_161 kV/SOUTH_1/161.000000,SOUTHLAKE 0,161.000000,1.000000,0.894274,0.003450,3.807795,0.014690,0.075113,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5246_5261_1,GLEN ROSE 2_161 kV/GLEN ROSE 2 0/GLEN ROSE 2_161 kV/GLEN _1/161.000000,GLEN ROSE 2 0,GLEN ROSE 1_161 kV/GLEN ROSE 1 1/GLEN ROSE 1_161 kV/GLEN _1/161.000000,GLEN ROSE 1 1,161.000000,1.000000,0.803551,0.003100,4.709845,0.018170,0.092816,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5248_5428_1,BEDFORD 1_161 kV/BEDFORD 1 0/BEDFORD 1_161 kV/BEDFO_1/161.000000,BEDFORD 1 0,HURST_161 kV/HURST 0/HURST_161 kV/HURST_1/161.000000,HURST 0,161.000000,1.000000,0.492499,0.001900,2.882415,0.011120,0.056795,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5248_5457_1,BEDFORD 1_161 kV/BEDFORD 1 0/BEDFORD 1_161 kV/BEDFO_1/161.000000,BEDFORD 1 0,COLLEYVILLE_161 kV/COLLEYVILLE 0/COLLEYVILLE_161 kV/COLLE_1/161.000000,COLLEYVILLE 0,161.000000,1.000000,0.513236,0.001980,2.268088,0.008750,0.041650,0.000000,0.000000,0.000000,1.466685,100.000000,0.000000
lne_5248_5483_1,BEDFORD 1_161 kV/BEDFORD 1 0/BEDFORD 1_161 kV/BEDFO_1/161.000000,BEDFORD 1 0,NORTH RICHLAND HILLS 1_161 kV/NORTH RICHLAND HILLS 1 0/NORTH RICHLAND HILLS 1_161 kV/NORTH_1/161.000000,NORTH RICHLAND HILLS 1 0,161.000000,1.000000,0.902051,0.003480,3.968505,0.015310,0.072964,0.000000,0.000000,0.000000,0.670587,100.000000,0.000000
lne_5249_5292_1,FORT WORTH 29_161 kV/FORT WORTH 29 0/FORT WORTH 29_161 kV/FORT _1/161.000000,FORT WORTH 29 0,FORT WORTH 27_161 kV/FORT WORTH 27 0/FORT WORTH 27_161 kV/FORT _1/161.000000,FORT WORTH 27 0,161.000000,1.000000,0.466578,0.001800,3.551177,0.013700,0.073680,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5249_5292_2,FORT WORTH 29_161 kV/FORT WORTH 29 0/FORT WORTH 29_161 kV/FORT _1/161.000000,FORT WORTH 29 0,FORT WORTH 27_161 kV/FORT WORTH 27 0/FORT WORTH 27_161 kV/FORT _1/161.000000,FORT WORTH 27 0,161.000000,1.000000,0.466578,0.001800,3.551177,0.013700,0.073680,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5250_5385_1,DALLAS 5_161 kV/DALLAS 5 0/DALLAS 5_161 kV/DALLA_1/161.000000,DALLAS 5 0,DALLAS 3_161 kV/DALLAS 3 1/DALLAS 3_161 kV/DALLA_1/161.000000,DALLAS 3 1,161.000000,1.000000,0.386223,0.001490,2.929073,0.011300,0.060684,0.000000,0.000000,0.000000,1.793013,100.000000,0.000000
lne_5250_5385_2,DALLAS 5_161 kV/DALLAS 5 0/DALLAS 5_161 kV/DALLA_1/161.000000,DALLAS 5 0,DALLAS 3_161 kV/DALLAS 3 1/DALLAS 3_161 kV/DALLA_1/161.000000,DALLAS 3 1,161.000000,1.000000,0.386223,0.001490,2.929073,0.011300,0.060684,0.000000,0.000000,0.000000,1.793013,100.000000,0.000000
